,question,business,answer,similarity,execution_time_in_sec
1366,Do we need reservations?,Mon Ami Gabi,Make reservations via opentable and arrive on time,0.5334749221801758,0.7040688991546631
1367,Do we need reservations?,Mon Ami Gabi,if you want to eat dinner,0.4483295977115631,0.7040688991546631
1368,Do we need reservations?,Mon Ami Gabi,Down side is there is no reservations for patio it is first come first served.,0.3730018734931946,0.7040688991546631
1369,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,"Go up, sit at the bar and have a glass of wine and maybe a salad",0.662318766117096,0.6198315620422363
1370,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,"you can get at the bar, are good",0.6380102634429932,0.6198315620422363
1371,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,"Bad layout because where we sat the food service station was a cart in the isle and anyone walking by passed your uncovered food. YUCK!

Big thing was for the views and unless your right at the windows forget about it",0.6161057353019714,0.6198315620422363
1372,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,without a reservation,0.5187444686889648,0.6198315620422363
1373,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,these are the most sought after tables,0.37062081694602966,0.6198315620422363
1374,Do you cater?,Little Miss BBQ,"Worth the wait! Great staff, friendly and accommodating.",0.3560003340244293,0.3192427158355713
1375,Do you cater?,Little Miss BBQ,Great food and a convenient location as well.,0.28463026881217957,0.3192427158355713
1376,Do you cater?,Little Miss BBQ,"Served meat market style, bring an appetite.",0.27350014448165894,0.3192427158355713
1377,Do you cater?,Little Miss BBQ,Get there as soon as they open the food goes fast & sells out frequently!,0.23799148201942444,0.3192427158355713
1378,Do you cater?,Little Miss BBQ,They know have shade and misters,0.20390018820762634,0.3192427158355713
1379,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,Yummy Christmas eve dinner!,0.6408718824386597,0.7196722030639648
1380,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,Happy birthday mom!,0.630455493927002,0.7196722030639648
1381,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,Be sure to make the reservation because it's always packed even on week days,0.5827041864395142,0.7196722030639648
1382,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,I have never had anyone pay such special attention to my 3 year old,0.5738967657089233,0.7196722030639648
1383,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,For lunch we had the prosciutto pizza and an antipasto,0.3565375506877899,0.7196722030639648
1384,Do you get a specific departure time? Or how long is the line at night?,High Roller,"avoid nighttime reflections in your photos, don't stand so close to the window, and make sure nobody else is either. Good luck on the last part.",0.5510842800140381,0.3949010372161865
1385,Do you get a specific departure time? Or how long is the line at night?,High Roller,wait,0.3463577926158905,0.3949010372161865
1386,Do you get a specific departure time? Or how long is the line at night?,High Roller,more details,0.2861986458301544,0.3949010372161865
1387,Do you get a specific departure time? Or how long is the line at night?,High Roller,45 minutes,0.2565462291240692,0.3949010372161865
1388,Do you get a specific departure time? Or how long is the line at night?,High Roller,Time lapse,0.2529832422733307,0.3949010372161865
1389,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,"Good food, plus bartenders who know their drinks: yes, please, and I'll pay more",0.5479851961135864,0.3820302486419678
1390,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,They know their stuff!,0.5172063112258911,0.3820302486419678
1391,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,much better,0.4827442169189453,0.3820302486419678
1392,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,6 on a slow night,0.27085840702056885,0.3820302486419678
1393,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,:(,,0.3820302486419678
1394,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,They're open!,0.7535744905471802,0.5838468074798584
1395,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,Come before 6pm or else you'll be waiting an hour to 2 hours to be seated.,0.5043520331382751,0.5838468074798584
1396,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,They need better organization and communication skills! We waited for over an hour on an early Tuesday night,0.47883161902427673,0.5838468074798584
1397,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,Going to come back just for him,0.3645043671131134,0.5838468074798584
1398,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,Weekends,0.24642904102802277,0.5838468074798584
1399,Do you guys use creekstone beef?,Little Miss BBQ,Wow....I couldn't feel my legs after I ate the fatty brisket,0.5430761575698853,0.8010022640228271
1400,Do you guys use creekstone beef?,Little Miss BBQ,If you don't think any other part of the experience isn't the best of the best...you are crazy.,0.5074935555458069,0.8010022640228271
1401,Do you guys use creekstone beef?,Little Miss BBQ,if you have never had one,0.33834874629974365,0.8010022640228271
1402,Do you guys use creekstone beef?,Little Miss BBQ,Get in line early,0.3321532607078552,0.8010022640228271
1403,Do you guys use creekstone beef?,Little Miss BBQ,I had the brisket,0.2626330256462097,0.8010022640228271
1404,Do you have a child price?,Gen Korean BBQ House,50in & up full price 21.99,0.34706419706344604,0.38846278190612793
1405,Do you have a child price?,Gen Korean BBQ House,5 stars customer service,0.23309092223644257,0.38846278190612793
1406,Do you have a child price?,Gen Korean BBQ House,they will hold it for you in the back,0.08177613466978073,0.38846278190612793
1407,Do you have a child price?,Gen Korean BBQ House,Shout,0.06724746525287628,0.38846278190612793
1408,Do you have a child price?,Gen Korean BBQ House,!,,0.38846278190612793
1409,Do you have gluten free options available?,Carson Kitchen,One hour after opening and half the menu items are unavailable,0.41942739486694336,0.4661085605621338
1410,Do you have gluten free options available?,Carson Kitchen,"My friends Old Fashioned was very flavorful with zero bite! Be prepared to pay, probably would only eat here once a year. Portions are fairly small for the prices.",0.3476227819919586,0.4661085605621338
1411,Do you have gluten free options available?,Carson Kitchen,Can't wait till our next visit to try more items,0.3303307294845581,0.4661085605621338
1412,Do you have gluten free options available?,Carson Kitchen,Bacon jam is a must try,0.2680112421512604,0.4661085605621338
1413,Do you have gluten free options available?,Carson Kitchen,all spectacularly delicious!!!,0.12849567830562592,0.4661085605621338
1414,Do you have gluten free pancakes?,HEXX kitchen + bar,Eat the carrot cake pancakes!,0.538460910320282,0.636127233505249
1415,Do you have gluten free pancakes?,HEXX kitchen + bar,Protein omelette is yucky. Chicken tasted weird.,0.5048148036003113,0.636127233505249
1416,Do you have gluten free pancakes?,HEXX kitchen + bar,yummy,0.48491689562797546,0.636127233505249
1417,Do you have gluten free pancakes?,HEXX kitchen + bar,Omgosh! i fell I'm love with the dark chocolate and milk chocolate pecan turtles.,0.4791775643825531,0.636127233505249
1418,Do you have gluten free pancakes?,HEXX kitchen + bar,Burgers,0.2691290080547333,0.636127233505249
1419,Do you have gluten free pizza / items?,Secret Pizza,Let the gluten flow,0.6430268287658691,0.39494800567626953
1420,Do you have gluten free pizza / items?,Secret Pizza,"Little delicious hidden gem, great quality ingredients and delicious sauce.",0.4239940941333771,0.39494800567626953
1421,Do you have gluten free pizza / items?,Secret Pizza,"So good, love the crispy crust",0.29476198554039,0.39494800567626953
1422,Do you have gluten free pizza / items?,Secret Pizza,Awesome thin crust.,0.24309009313583374,0.39494800567626953
1423,Do you have gluten free pizza / items?,Secret Pizza,does not have a sign ;) only 1 slice for me ;),0.17227637767791748,0.39494800567626953
1424,Do you have gluten free pizza?,Secret Pizza,Let the gluten flow,0.7284426093101501,0.3584733009338379
1425,Do you have gluten free pizza?,Secret Pizza,It's a good snack,0.382638156414032,0.3584733009338379
1426,Do you have gluten free pizza?,Secret Pizza,without toppings,0.3464854955673218,0.3584733009338379
1427,Do you have gluten free pizza?,Secret Pizza,Awesome thin crust,0.2963343858718872,0.3584733009338379
1428,Do you have gluten free pizza?,Secret Pizza,Our slices were slightly heavy on garlic,0.23755717277526855,0.3584733009338379
1429,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,Lots of people waiting for seats,0.5515930652618408,0.5253458023071289
1430,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,get seated before smaller parties!,0.48453617095947266,0.5253458023071289
1431,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,Buy your ticket at the concierge desk to get a VIP pass to cut the long line waiting for seats at the buffet,0.46258342266082764,0.5253458023071289
1432,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,Guess a little of everything!,0.29908087849617004,0.5253458023071289
1433,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,By the team you are seated the restaurant will be closing!,0.2839718163013458,0.5253458023071289
1434,Do you have the express lane during Christmas?,Bacchanal Buffet,you can pay a little extra to get in the express lane,0.7298191785812378,0.42824840545654297
1435,Do you have the express lane during Christmas?,Bacchanal Buffet,Fast pass system only on weekends and holidays,0.4680140018463135,0.42824840545654297
1436,Do you have the express lane during Christmas?,Bacchanal Buffet,Wait times are crazy today!,0.220972940325737,0.42824840545654297
1437,Do you have the express lane during Christmas?,Bacchanal Buffet,Food is pretty good for a buffet.,0.20673158764839172,0.42824840545654297
1438,Do you have the express lane during Christmas?,Bacchanal Buffet,!,,0.42824840545654297
1439,Do you have to have a reservation?,HEXX kitchen + bar,Great brunch with decent pricing for the strip. Service is on point.,0.25792238116264343,0.3234272003173828
1440,Do you have to have a reservation?,HEXX kitchen + bar,The wifi password,0.2289312183856964,0.3234272003173828
1441,Do you have to have a reservation?,HEXX kitchen + bar,CNF fee on the bill,0.22711342573165894,0.3234272003173828
1442,Do you have to have a reservation?,HEXX kitchen + bar,Good service and great food,0.1725945770740509,0.3234272003173828
1443,Do you have to have a reservation?,HEXX kitchen + bar,romantic,0.1180068701505661,0.3234272003173828
1444,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,"We provide cash, buffets, premium show tickets",0.378623902797699,0.5154364109039307
1445,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,Had to call house keeping to spray it down lol,0.37250831723213196,0.5154364109039307
1446,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,"If you are here for event, save your money and stay at any of the fine hotels within walking distance",0.360375314950943,0.5154364109039307
1447,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,Really u can sell a hotel !,0.34840309619903564,0.5154364109039307
1448,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,75,,0.5154364109039307
1449,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,Go for the chocolate souffl̩ beware they have a two plate minimum to sit at certain times of night,0.5470119118690491,0.6785111427307129
1450,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,spend your money somewhere where they will appreciate you!  I never have time to write reviews,0.502084493637085,0.6785111427307129
1451,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,They get good seats,0.48637616634368896,0.6785111427307129
1452,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,Their dinner menu is a pass,0.4172508418560028,0.6785111427307129
1453,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,these are the most sought after tables,0.2369382381439209,0.6785111427307129
1454,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,Their dinner,0.4310761094093323,1.0233154296875
1455,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,your dinner,0.4310761094093323,1.0233154296875
1456,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,champagne :),0.30019423365592957,1.0233154296875
1457,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,salad,0.2837914824485779,1.0233154296875
1458,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,night,0.24472521245479584,1.0233154296875
1459,Do you need to make a reservation?,Studio B Buffet,Best bufet in LV for sure! You need to go!!!,0.47068271040916443,0.5750443935394287
1460,Do you need to make a reservation?,Studio B Buffet,Make sure you grab two drinks,0.4472064971923828,0.5750443935394287
1461,Do you need to make a reservation?,Studio B Buffet,Remember you could likely also have an hour plus wait in line,0.3902412950992584,0.5750443935394287
1462,Do you need to make a reservation?,Studio B Buffet,you are waiting to get fed ~_^,0.25850555300712585,0.5750443935394287
1463,Do you need to make a reservation?,Studio B Buffet,they'd be more efficient,0.22054272890090942,0.5750443935394287
1464,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Enjoyed our dinner and cocktails!,0.5871114134788513,0.6998641490936279
1465,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Awesome service excellent food and coffee,0.40614864230155945,0.6998641490936279
1466,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Review to come,0.2112874537706375,0.6998641490936279
1467,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Service is on point.,0.15407776832580566,0.6998641490936279
1468,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,c,,0.6998641490936279
1469,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,Black chicken soup,0.6884056925773621,1.0199968814849854
1470,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,"At lunch, they had the best pork dumplings in the Asian section. Good mix of fat to lean, chopped instead of ground meat, full pork flavour",0.6698327660560608,1.0199968814849854
1471,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,"Try the red velvet pancakes, crab burger and boiled crab legs. It's definitely worth the wait.Their dessert station is very good",0.6456365585327148,1.0199968814849854
1472,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,One of the best part of the buffet,0.35988426208496094,1.0199968814849854
1473,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,-Love,0.11410340666770935,1.0199968814849854
1474,Do you pay resort fee at check-in or check-out? Does it have to be on a credit card or can it go on a debit card or cash instead?,The LINQ Hotel & Casino,your card key from The LINQ,0.627602756023407,1.484053373336792
1475,Do you pay resort fee at check-in or check-out? Does it have to be on a credit card or can it go on a debit card or cash instead?,The LINQ Hotel & Casino,CHECK IN on the kiosk,0.5102708339691162,1.484053373336792
1476,Do you pay resort fee at check-in or check-out? Does it have to be on a credit card or can it go on a debit card or cash instead?,The LINQ Hotel & Casino,you can set an automatic check out time on your phone,0.5042793154716492,1.484053373336792
1477,Do you pay resort fee at check-in or check-out? Does it have to be on a credit card or can it go on a debit card or cash instead?,The LINQ Hotel & Casino,$30 up-charge if you check in before 1pm,0.2884424924850464,1.484053373336792
1478,Do you pay resort fee at check-in or check-out? Does it have to be on a credit card or can it go on a debit card or cash instead?,The LINQ Hotel & Casino,$8/day,0.22839251160621643,1.484053373336792
1479,Do you recommend going for lunch or dinner?,Bacchanal Buffet,Try dinner instead of lunch,0.73455411195755,0.5433609485626221
1480,Do you recommend going for lunch or dinner?,Bacchanal Buffet,$35.99 for lunch!!,0.7200214266777039,0.5433609485626221
1481,Do you recommend going for lunch or dinner?,Bacchanal Buffet,pay lunch,0.6854754090309143,0.5433609485626221
1482,Do you recommend going for lunch or dinner?,Bacchanal Buffet,This is where you go when you can't decide what to get for breakfast and lunch,0.6102386713027954,0.5433609485626221
1483,Do you recommend going for lunch or dinner?,Bacchanal Buffet,Come in around 230pm so you can get dinner,0.5693619847297668,0.5433609485626221
1484,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?,HEXX kitchen + bar,Great chicken and waffles! Great service!,0.5004567503929138,1.0615944862365723
1485,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?,HEXX kitchen + bar,Burgers,0.4883675277233124,1.0615944862365723
1486,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?,HEXX kitchen + bar,fast,0.14029376208782196,1.0615944862365723
1487,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?,HEXX kitchen + bar,chilaquiles,,1.0615944862365723
1488,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?,HEXX kitchen + bar,We'll be back,,1.0615944862365723
1489,Do you serve alcoholic beverages 24/7?,The Peppermill Restaurant & Fireside Lounge,"Delicious food, drinks, and service.",0.627308189868927,0.944969892501831
1490,Do you serve alcoholic beverages 24/7?,The Peppermill Restaurant & Fireside Lounge,Getting drinks,0.5144574046134949,0.944969892501831
1491,Do you serve alcoholic beverages 24/7?,The Peppermill Restaurant & Fireside Lounge,reduced-price appetizers,0.3849214017391205,0.944969892501831
1492,Do you serve alcoholic beverages 24/7?,The Peppermill Restaurant & Fireside Lounge,Cool,0.15917463600635529,0.944969892501831
1493,Do you serve alcoholic beverages 24/7?,The Peppermill Restaurant & Fireside Lounge,Love this place!,,0.944969892501831
1494,Do you serve bone marrow during Sunday brunch?,Bacchanal Buffet,"Prime rib, Mac and cheese, and bottomless mimosas for brunch",0.5070663094520569,1.872267246246338
1495,Do you serve bone marrow during Sunday brunch?,Bacchanal Buffet,Bottomless Sunday mimosa brunch for $50. Entrees/apps are better than the desserts,0.44368383288383484,1.872267246246338
1496,Do you serve bone marrow during Sunday brunch?,Bacchanal Buffet,Definitely try the blackened chicken soup,0.41872066259384155,1.872267246246338
1497,Do you serve bone marrow during Sunday brunch?,Bacchanal Buffet,churros,,1.872267246246338
1498,Do you serve bone marrow during Sunday brunch?,Bacchanal Buffet,-$56/dinner,,1.872267246246338
1499,Do you serve chawanmushi?,Ichiza,The service is excellent and thy are so nice! We're seated in minutes,0.25699740648269653,0.9366776943206787
1500,Do you serve chawanmushi?,Ichiza,Sitting at the bar allows you to have convenient access to the specials of the day & in my opinion,0.2404969334602356,0.9366776943206787
1501,Do you serve chawanmushi?,Ichiza,salty,0.11661705374717712,0.9366776943206787
1502,Do you serve chawanmushi?,Ichiza,Hurry up it's empty,0.10798053443431854,0.9366776943206787
1503,Do you serve chawanmushi?,Ichiza,when they are busy,0.07121749967336655,0.9366776943206787
1504,Do you serve crab legs during early morning brunch on saturday and Sunday?,Bacchanal Buffet,Saturday and Sunday brunch is $50 now,0.770793616771698,0.7356715202331543
1505,Do you serve crab legs during early morning brunch on saturday and Sunday?,Bacchanal Buffet,$41.99 for weekend brunch and $51.99 for Friday to Sunday dinner,0.7649780511856079,0.7356715202331543
1506,Do you serve crab legs during early morning brunch on saturday and Sunday?,Bacchanal Buffet,$45.39 Sunday brunch,0.7510720491409302,0.7356715202331543
1507,Do you serve crab legs during early morning brunch on saturday and Sunday?,Bacchanal Buffet,$50/person,,0.7356715202331543
1508,Do you serve crab legs during early morning brunch on saturday and Sunday?,Bacchanal Buffet,Get here early.,,0.7356715202331543
1509,Do you serve meat from the Creekstone farm at this location?,Mon Ami Gabi,The steak classique is orgasmic!!!!,0.48821255564689636,1.408921480178833
1510,Do you serve meat from the Creekstone farm at this location?,Mon Ami Gabi,The oysters weren't very fresh at all,0.41624170541763306,1.408921480178833
1511,Do you serve meat from the Creekstone farm at this location?,Mon Ami Gabi,my new dish,0.3212130665779114,1.408921480178833
1512,Do you serve meat from the Creekstone farm at this location?,Mon Ami Gabi,I'll keep this short,0.16887840628623962,1.408921480178833
1513,Do you serve meat from the Creekstone farm at this location?,Mon Ami Gabi,..,,1.408921480178833
1514,Do you still have happy hour? If so what time? Thanks!!!,Soho Japanese Restaurant,Chef John Lee and staff are amazing period,0.3892897367477417,0.40921735763549805
1515,Do you still have happy hour? If so what time? Thanks!!!,Soho Japanese Restaurant,almost an hour early,0.3816494941711426,0.40921735763549805
1516,Do you still have happy hour? If so what time? Thanks!!!,Soho Japanese Restaurant,best service ever,0.3087761104106903,0.40921735763549805
1517,Do you still have happy hour? If so what time? Thanks!!!,Soho Japanese Restaurant,too?,,0.40921735763549805
1518,Do you still have happy hour? If so what time? Thanks!!!,Soho Japanese Restaurant,5-7pm,,0.40921735763549805
1519,Do you take reservation for 20+?,Bacchanal Buffet,Separate line for groups of 6+. Also have a new reservation screen queue,0.5486894249916077,0.6356246471405029
1520,Do you take reservation for 20+?,Bacchanal Buffet,Don't forget to grab the ticket! Your ticket will give you a return time at which everyone must be present to check in with the host at the podium.  you will then pay and stand in line for the remaining duration,0.4519291818141937,0.6356246471405029
1521,Do you take reservation for 20+?,Bacchanal Buffet,budget at least 2-3 hours of your day to try to get in here,0.24268712103366852,0.6356246471405029
1522,Do you take reservation for 20+?,Bacchanal Buffet,yeah finally after 2 hours,0.1426897644996643,0.6356246471405029
1523,Do you take reservation for 20+?,Bacchanal Buffet,"This wait time is not for the weak, hungry, or impatient!",0.13554225862026215,0.6356246471405029
1524,Do you take reservation for 20+?,Studio B Buffet,CA residents get $5 discount if you mention the discount and show ID,0.3879527747631073,0.465792179107666
1525,Do you take reservation for 20+?,Studio B Buffet,"Ask for a VIP ""line pass",0.3139912188053131,0.465792179107666
1526,Do you take reservation for 20+?,Studio B Buffet,rip off pricing trying to take every opportunity to gouge,0.2748201787471771,0.465792179107666
1527,Do you take reservation for 20+?,Studio B Buffet,Remember you could likely also have an hour plus wait in line,0.21665802597999573,0.465792179107666
1528,Do you take reservation for 20+?,Studio B Buffet,!,,0.465792179107666
1529,Do you take reservation for 20+?,Wicked Spoon,Make a reservation for a large party that way they'll have your table set up to accommodate your group,0.6045948266983032,0.5705528259277344
1530,Do you take reservation for 20+?,Wicked Spoon,Wow take your time while eating here very good food and you must! Save room for the dessert bar! Taste everything take small portions and you get through it all yum,0.4636644124984741,0.5705528259277344
1531,Do you take reservation for 20+?,Wicked Spoon,If you have a long wait just send someone to stand in the seating line,0.4147743284702301,0.5705528259277344
1532,Do you take reservation for 20+?,Wicked Spoon,buffet,0.20616178214550018,0.5705528259277344
1533,Do you take reservation for 20+?,Wicked Spoon,there is no waiting,0.15688326954841614,0.5705528259277344
1534,Do you take reservations for a party of 10?,Bacchanal Buffet,"If you're staying at the hotel, you can send one of your party to get the ticket and then they will text you if you're almost ready to check in",0.5573145151138306,0.8554131984710693
1535,Do you take reservations for a party of 10?,Bacchanal Buffet,Don't forget to grab the ticket! Your ticket will give you a return time at which everyone must be present to check in with the host at the podium,0.4960644841194153,0.8554131984710693
1536,Do you take reservations for a party of 10?,Bacchanal Buffet,Wait is extremely long! Come early to put your name through the system for your RSVP.,0.47226256132125854,0.8554131984710693
1537,Do you take reservations for a party of 10?,Bacchanal Buffet,7 other parties seated ahead of us,0.45168519020080566,0.8554131984710693
1538,Do you take reservations for a party of 10?,Bacchanal Buffet,We got there at 6:30pm on a Thursday and they were already full for the night,0.296119749546051,0.8554131984710693
1539,Do you take reservations?,Soho Japanese Restaurant,they don't take reservations,0.8795380592346191,0.31990575790405273
1540,Do you take reservations?,Soho Japanese Restaurant,Make reservations the day before if you are coming during happy hour,0.6580221056938171,0.31990575790405273
1541,Do you take reservations?,Soho Japanese Restaurant,You can't make reservations here,0.5155422687530518,0.31990575790405273
1542,Do you take reservations?,Soho Japanese Restaurant,Large parties of 4 or more is highly recommended,0.21102334558963776,0.31990575790405273
1543,Do you take reservations?,Soho Japanese Restaurant,only,,0.31990575790405273
1544,Does Bacchanal Buffet take reservations?,Bacchanal Buffet,i like the reservation check in area.,0.5544273853302002,0.9121906757354736
1545,Does Bacchanal Buffet take reservations?,Bacchanal Buffet,Don't forget to grab the ticket! Your ticket will give you a return time at which everyone must be present to check in with the host at the podium,0.4717327952384949,0.9121906757354736
1546,Does Bacchanal Buffet take reservations?,Bacchanal Buffet,Wait is extremely long! Come early to put your name through the system for your RSVP.,0.46933937072753906,0.9121906757354736
1547,Does Bacchanal Buffet take reservations?,Bacchanal Buffet,If you eat here pay for the express pass,0.38372302055358887,0.9121906757354736
1548,Does Bacchanal Buffet take reservations?,Bacchanal Buffet,"The ticket will tell you when to come back to yet, wait in another line.",0.3799784183502197,0.9121906757354736
1549,Does Bally do any anniversary accommodations?,Bally's Las Vegas Hotel & Casino,Nice reasonable accommodations given this hotels proximity to the strip.,0.5071187019348145,0.6158812046051025
1550,Does Bally do any anniversary accommodations?,Bally's Las Vegas Hotel & Casino,Take elevator up to 26th floor for very nice banquet bathrooms,0.43174999952316284,0.6158812046051025
1551,Does Bally do any anniversary accommodations?,Bally's Las Vegas Hotel & Casino,Bday celebration,0.3976520001888275,0.6158812046051025
1552,Does Bally do any anniversary accommodations?,Bally's Las Vegas Hotel & Casino,Ballagio fountain,0.13567468523979187,0.6158812046051025
1553,Does Bally do any anniversary accommodations?,Bally's Las Vegas Hotel & Casino,Very satisfied.,0.07794123142957687,0.6158812046051025
1554,Does Ballys still have the restaurant that serves a breakfast ? It used to be near the stairs going down to the shopping area.  The prices for breakfast at the Italian place are expensive.  Thanks,Bally's Las Vegas Hotel & Casino,Do not get pizza from the food court,0.5544613003730774,0.578824520111084
1555,Does Ballys still have the restaurant that serves a breakfast ? It used to be near the stairs going down to the shopping area.  The prices for breakfast at the Italian place are expensive.  Thanks,Bally's Las Vegas Hotel & Casino,burger,0.48126035928726196,0.578824520111084
1556,Does Ballys still have the restaurant that serves a breakfast ? It used to be near the stairs going down to the shopping area.  The prices for breakfast at the Italian place are expensive.  Thanks,Bally's Las Vegas Hotel & Casino,there 10 chairs,0.2708607017993927,0.578824520111084
1557,Does Ballys still have the restaurant that serves a breakfast ? It used to be near the stairs going down to the shopping area.  The prices for breakfast at the Italian place are expensive.  Thanks,Bally's Las Vegas Hotel & Casino,All fall short :(,0.21974976360797882,0.578824520111084
1558,Does Ballys still have the restaurant that serves a breakfast ? It used to be near the stairs going down to the shopping area.  The prices for breakfast at the Italian place are expensive.  Thanks,Bally's Las Vegas Hotel & Casino,SUCKS,0.17484188079833984,0.578824520111084
1559,"Does Beef Wellington come cut in half?
Is it always with a lobster tail?",Gordon Ramsay Steak,Next time I will go for the steak not beef Wellington,0.6151058077812195,0.6910400390625
1560,"Does Beef Wellington come cut in half?
Is it always with a lobster tail?",Gordon Ramsay Steak,one of the best lobsters I've had  4,0.5482070446014404,0.6910400390625
1561,"Does Beef Wellington come cut in half?
Is it always with a lobster tail?",Gordon Ramsay Steak,there is nothing juicier,0.38029569387435913,0.6910400390625
1562,"Does Beef Wellington come cut in half?
Is it always with a lobster tail?",Gordon Ramsay Steak,mixed drinks,0.22061772644519806,0.6910400390625
1563,"Does Beef Wellington come cut in half?
Is it always with a lobster tail?",Gordon Ramsay Steak,$38,,0.6910400390625
1564,Does Belligo buffet have prime rib?,The Buffet at Bellagio,great prime rib,0.8811891078948975,1.2178688049316406
1565,Does Belligo buffet have prime rib?,The Buffet at Bellagio,No prime rib or steak at the carving station during breakfast,0.7529601454734802,1.2178688049316406
1566,Does Belligo buffet have prime rib?,The Buffet at Bellagio,Buffet for 7 hours baby prime rib omlette!,0.7067824602127075,1.2178688049316406
1567,Does Belligo buffet have prime rib?,The Buffet at Bellagio,Alaskan/Snow crab legs,0.4206199645996094,1.2178688049316406
1568,Does Belligo buffet have prime rib?,The Buffet at Bellagio,!,,1.2178688049316406
1569,Does Hexx have a party vibe type of brunch on the weekends?,HEXX kitchen + bar,Enjoyed our dinner and cocktails!,0.5575088858604431,0.41512370109558105
1570,Does Hexx have a party vibe type of brunch on the weekends?,HEXX kitchen + bar,Good service and great food. One of my favorite breakfast places in Vegas.,0.5564625263214111,0.41512370109558105
