,question,business,answer,similarity,execution_time_in_sec,human_rating
1247,Do they serve food 24/7 or just drinks?,The Peppermill Restaurant & Fireside Lounge,"You can get breakfast, lunch, or even just drinks.",0.8021871026921631,2.4696950912475586,
1248,Do they serve food 24/7 or just drinks?,The Peppermill Restaurant & Fireside Lounge,Don't let the outside food you.,0.8004090933015588,2.4696950912475586,
1249,Do they serve food 24/7 or just drinks?,The Peppermill Restaurant & Fireside Lounge,"They give you so much food it's crazy, two people can eat from one meal.",0.7996069215677798,2.4696950912475586,
1250,Do they serve hot lobster?,Bacchanal Buffet,"If you do go, get the hot crab legs and ask for the small clams without the sauce.",0.7721621262654861,4.458157539367676,
1251,Do they serve hot lobster?,Bacchanal Buffet,"You can bring a fork with you too so when you first make your way through the hot seafood items, you can snack on the halibut, salmon, crab croquette, lobster corn chowder.",0.7719178350110443,4.458157539367676,
1252,Do they serve hot lobster?,Bacchanal Buffet,"They have a large selection of seafood such as hot and cold offerings of crab legs already cut for you so you don't need to spend time cracking them open, crawfish, and oysters.",0.7532979331615485,4.458157539367676,
1253,Do they serve hot lobster?,Bacchanal Buffet,They serve hot crab legs!,0.7504731138921223,4.458157539367676,
1254,Do they serve hot lobster?,Bacchanal Buffet,"The lobster benedict didn't have lobster meat incorporated, just a lobster sauce on top of the benedict.",0.7497449748750359,4.458157539367676,
1255,Do they serve prime rib during brunch on weekends?,Bacchanal Buffet,Do not go this buffet during busy hours or season.,0.7775355706971926,4.367054224014281,
1256,Do they serve prime rib during brunch on weekends?,Bacchanal Buffet,"We love hitting the brunch hours for buffets, get the best of breakfast and lunch for a great price (usually).",0.7768383746277372,4.367054224014281,
1257,Do they serve prime rib during brunch on weekends?,Bacchanal Buffet,For once I had a non-chewy prime rib at a buffet!,0.7653358610643284,4.367054224014281,
1258,Do they serve prime rib during brunch on weekends?,Bacchanal Buffet,Hard when my prime rib at family dinners beats this easily.,0.7638364359923177,4.367054224014281,
1259,Do they serve prime rib during brunch on weekends?,Bacchanal Buffet,"They do have a medium prime rib available so for those of you sick of going to a vegas buffet and getting a well done prime rib, this place is better on that front.",0.7638109240598765,4.367054224014281,
1260,Do they serve prime rib on lunch?,Bacchanal Buffet,"There was no lamb chop for lunch, but they do serve prime ribs.",0.8057005617131547,4.3445043563842765,
1261,Do they serve prime rib on lunch?,Bacchanal Buffet,Do you want prime rib or ribeye (tomahawk chop)?,0.8019353521179741,4.3445043563842765,
1262,Do they serve prime rib on lunch?,Bacchanal Buffet,"If you don't even bother with the crab legs or prime rib, I suggest going for lunch.",0.7909153012044607,4.3445043563842765,
1263,Do they serve prime rib on lunch?,Bacchanal Buffet,"That's where you get the prime rib, steak or lamb....The prime rib was definitely a FAIL.",0.7873447754049876,4.3445043563842765,
1264,Do they serve prime rib on lunch?,Bacchanal Buffet,Would rather have prime rib at a restaurant.,0.7817279804311283,4.3445043563842765,
1265,Do they serve seafood during lunch on weekdays (like crab/shrimp?,Bacchanal Buffet,They don't serve  crab legs on the weekdays until 3pm.,0.7988247673988726,8.068892955780031,
1266,Do they serve seafood during lunch on weekdays (like crab/shrimp?,Bacchanal Buffet,I came in for lunch on a weekday and came too early for the unlimited oysters that they would be serving at 3 pm.,0.7948231196842797,8.068892955780031,
1267,Do they serve seafood during lunch on weekdays (like crab/shrimp?,Bacchanal Buffet,"For $38 weekday lunch, I expected more seafood.",0.7933596542817646,8.068892955780031,
1268,Do they serve seafood during lunch on weekdays (like crab/shrimp?,Bacchanal Buffet,However if you time it right on the weekdays you can definitely span both breakfast and lunch.,0.7918288787764349,8.068892955780031,
1269,Do they serve seafood during lunch on weekdays (like crab/shrimp?,Bacchanal Buffet,For the prices charged as compared to other Vegas buffets you would expect the seafood selection would at least have crab legs for breakfast or lunch but not here.,0.7898402114261401,8.068892955780031,
1270,Do they still have Kobe beef and is it only at dinner?,The Buffet at Bellagio,"I went during the week, and they had Kobe beef, and other meats that you would think would only be out on their weekend buffet.",0.8665294477439656,2.5193963050842285,
1271,Do they still have Kobe beef and is it only at dinner?,The Buffet at Bellagio,"It was not the best buffet I have been to but I was surprised with some if the selections e.g Kobe beef steak, lamb chops.",0.8629047951640474,2.5193963050842285,
1272,Do they still have Kobe beef and is it only at dinner?,The Buffet at Bellagio,Also have Kobe beef but I was sure it was not real Kobe.,0.8624783933191746,2.5193963050842285,
1273,Do they still have Kobe beef and is it only at dinner?,The Buffet at Bellagio,"The ""Kobe"" beef was a little off in flavor (I've had it in Kobe, and this didn't taste like that), but still delicious.",0.8619304414016498,2.5193963050842285,
1274,Do they still have Kobe beef and is it only at dinner?,The Buffet at Bellagio,"We had to ask for the Kobe beef niplets, but they were not anything worth hiding.",0.8588983238728822,2.5193963050842285,
1275,"Do they still have a DJ at nights? the last time we were there, we didnt see any playing music.",The LINQ Hotel & Casino,This was not because we were in the room we didn't spend much time there at all.,0.881489223732616,1.7371988296508791,
1276,"Do they still have a DJ at nights? the last time we were there, we didnt see any playing music.",The LINQ Hotel & Casino,they do have music that plays outside but so does this Fremont Street and I felt that it ended at a reasonable time to still get plenty of sleep.,0.880696585661886,1.7371988296508791,
1277,"Do they still have a DJ at nights? the last time we were there, we didnt see any playing music.",The LINQ Hotel & Casino,"Were that not enough, there is a bandstand outside of the LINQ that seems to have live bands/raves going about 18 hours....I think they stopped at 4:00 am on Saturday.",0.8790784453051094,1.7371988296508791,
1278,"Do they still have a DJ at nights? the last time we were there, we didnt see any playing music.",The LINQ Hotel & Casino,"Granted, it was only a night, but we were barely able to enjoy our room because we couldn't even get in!",0.8732514782814704,1.7371988296508791,
1279,"Do they still have a DJ at nights? the last time we were there, we didnt see any playing music.",The LINQ Hotel & Casino,The DJ played a variety of stuff but I'll admit I like the playlist they had earlier in the day before noon.,0.8731073460518111,1.7371988296508791,
1280,"Do they still have the miso chilean sea bass?
Not the regular sea bass.  Chilean sea bass.",The Buffet at Bellagio,"Even the sea bass was good, and I never eat sea bass.",0.8969737534340214,2.6262874603271484,2.0
1281,"Do they still have the miso chilean sea bass?
Not the regular sea bass.  Chilean sea bass.",The Buffet at Bellagio,Because they have Chilean sea bass!,0.8671226209572759,2.6262874603271484,4.0
1282,"Do they still have the miso chilean sea bass?
Not the regular sea bass.  Chilean sea bass.",The Buffet at Bellagio,I love the chilean sea bass!,0.8602078808468999,2.6262874603271484,4.0
1283,"Do they still have the miso chilean sea bass?
Not the regular sea bass.  Chilean sea bass.",The Buffet at Bellagio,I always come here for their Chilean sea bass.,0.8498657067939744,2.6262874603271484,4.0
1284,"Do they still have the miso chilean sea bass?
Not the regular sea bass.  Chilean sea bass.",The Buffet at Bellagio,The miso sea bass was good.,0.8460389922672513,2.6262874603271484,2.0
1285,Do they still have the rib cap as of 5/23/19? Dont see it on their menu so was assuming no :(,Gordon Ramsay Steak,"To summarize, I'd come back for the rib cap or to try the Wellington (my friends loved it) and any appetizers that aren't salads, but I won't be ordering any sides next time.",0.8839582643191488,4.39093828201294,
1286,Do they still have the rib cap as of 5/23/19? Dont see it on their menu so was assuming no :(,Gordon Ramsay Steak,I may consider coming back only for the Wagyu Rib Cap but that's only because I just love that cut of meat and this is the only place I've seen that even has it on their menu.,0.8827956163866483,4.39093828201294,
1287,Do they still have the rib cap as of 5/23/19? Dont see it on their menu so was assuming no :(,Gordon Ramsay Steak,(I did ask for sauce on side) I would definitely come back but will know better to ask for pricing on any non menu items (even though it sounds cheesy) or just not order it.,0.8701483125242023,4.39093828201294,
1288,Do they still have the rib cap as of 5/23/19? Dont see it on their menu so was assuming no :(,Gordon Ramsay Steak,"Actually, x2 because they pretty much say that if you order the tasting menu, then the other people in your party will be forced to order the same thing.",0.8683337543777513,4.39093828201294,
1289,Do they still have the rib cap as of 5/23/19? Dont see it on their menu so was assuming no :(,Gordon Ramsay Steak,The rib cap I had never come across on another menu so I wanted to give it a try.,0.8667451169495172,4.39093828201294,
1290,Do they still offer 200 points on that day get you a free buffet?,Studio B Buffet,"And since we're on the subject of gambling, did you know if you earn 700 points that day, the buffet is free?",0.8997070022630549,1.8515431880950928,
1291,Do they still offer 200 points on that day get you a free buffet?,Studio B Buffet,"But if you gamble with enough points, you get the meal for free!",0.8941984999886164,1.8515431880950928,
1292,Do they still offer 200 points on that day get you a free buffet?,Studio B Buffet,"Plus if you earn 450 points on your ""M"" card in one day you can earn a free buffet.",0.8636158651292775,1.8515431880950928,
1293,Do they still offer 200 points on that day get you a free buffet?,Studio B Buffet,"Plus if you earn 450 points on your ""M"" card in one day you can earn a free buffet.",0.8636158651292775,1.8515431880950928,
1294,Do they still offer 200 points on that day get you a free buffet?,Studio B Buffet,"I would suggest getting rid of the free comps for the free buffet so the managers or owners can bring in better chefs, I don't mind paying the Wynn or the Bucchanl buffet price.",0.855723456462512,1.8515431880950928,
1295,Do they still offer KING crab legs?,Bacchanal Buffet,"They were both handing out Snow Crab Legs, NOT KING CRAB LEGS.",0.8080104183285315,4.411245584487915,
1296,Do they still offer KING crab legs?,Bacchanal Buffet,"Oysters are the most popular things here, and crab legs - they ONLY HAVE SNOW CRAB LEGS can you believe that?!!!",0.7991122254490745,4.411245584487915,
1297,Do they still offer KING crab legs?,Bacchanal Buffet,Do not expect there to be king crab leg on a weekday as they only serve split snow crab legs.,0.7909785834981674,4.411245584487915,
1298,Do they still offer KING crab legs?,Bacchanal Buffet,Friday they only had KING CRAB and KING CRAB only...,0.7903097194276648,4.411245584487915,
1299,Do they still offer KING crab legs?,Bacchanal Buffet,"They also have king crab legs and snow crab legs (you can ask them for the steamed ones, taste so much better).",0.7889491846430595,4.411245584487915,
1300,Do they still offer oysters for brunch?,Bacchanal Buffet,"You always hear people say ""beware of shellfish at the buffet"", ""don't eat oysters at buffets"" ""try everything but the oysters"" ""you might want to be careful about eating oysters"".",0.8458899632518355,4.3317785263061515,
1301,Do they still offer oysters for brunch?,Bacchanal Buffet,Where can you get fresh oysters at a buffet?,0.8179477102952456,4.3317785263061515,
1302,Do they still offer oysters for brunch?,Bacchanal Buffet,"I usually like to go for dinner because they do add more variety to the buffet, such as oysters and crab legs.",0.808854571318311,4.3317785263061515,
1303,Do they still offer oysters for brunch?,Bacchanal Buffet,- Bloody Mary oyster shooters: I really wanted raw oysters but they didn't have any for brunch.,0.8062482598029861,4.3317785263061515,
1304,Do they still offer oysters for brunch?,Bacchanal Buffet,"I think it's worth going for the lunch prices for sure, especially if you love seafood, they have yummy crab legs, oysters and shrimp!",0.8051612268502722,4.3317785263061515,
1305,Do they still serve snow crab legs?,Wicked Spoon,They serve steamed snow crab legs but they slice it in half (as if snow crabs aren't puny enough!),0.8761047601704882,3.795548915863037,
1306,Do they still serve snow crab legs?,Wicked Spoon,"Also, yes they have snow crab legs.",0.8696373424876928,3.795548915863037,
1307,Do they still serve snow crab legs?,Wicked Spoon,"Also They do not have king crab legs only tiny snow crab legs, or steak.",0.8678716041928735,3.795548915863037,
1308,Do they still serve snow crab legs?,Wicked Spoon,I should have tried the snow crab legs though!,0.8568787813305281,3.795548915863037,
1309,Do they still serve snow crab legs?,Wicked Spoon,The crab legs were cheap snow crab like you get in a chinese restaurant.,0.8455680216195565,3.795548915863037,
1310,Do they take reservations for brunch?,HEXX kitchen + bar,The brunch offered anything you could want.,0.7640484493610838,1.3482983112335205,
1311,Do they take reservations for brunch?,HEXX kitchen + bar,Do not have breakfast here.,0.7587924663079592,1.3482983112335205,
1312,Do they take reservations for brunch?,HEXX kitchen + bar,We were able to get reservations for 10 for brunch and were seated immediately.,0.7551670898628369,1.3482983112335205,
1313,Do they take reservations for brunch?,HEXX kitchen + bar,"I am still dreaming about that chocolate...

Would love to go back for breakfast or brunch.",0.7544410751149319,1.3482983112335205,
1314,Do they take reservations for brunch?,HEXX kitchen + bar,"If you do not want to wait, they do take reservations, which we recommend.",0.7532518667322061,1.3482983112335205,
1315,Do they take reservations?,Bacchanal Buffet,"No, they don't take reservations.",0.8704285132259102,4.511499404907227,
1316,Do they take reservations?,Bacchanal Buffet,I also do like the machines that take your reservations so you won't have to wait.,0.7636370155260097,4.511499404907227,
1317,Do they take reservations?,Bacchanal Buffet,The buffet does not take reservations so you have to go in person to lineup to get in.,0.7633272775464296,4.511499404907227,
1318,Do they take reservations?,Bacchanal Buffet,Don't eat all day before you go!,0.7578883279831747,4.511499404907227,
1319,Do they take reservations?,Bacchanal Buffet,Don't forget to get their horchata!,0.7555499224830899,4.511499404907227,
1320,Do they take reservations?,Bachi Burger,Note: they do not take reservations.,0.8326413713114365,2.90403151512146,
1321,Do they take reservations?,Bachi Burger,Casual atmosphere and they do not take reservations.,0.7865343406209224,2.90403151512146,
1322,Do they take reservations?,Bachi Burger,We tried calling ahead to give them warning both times and they dont take reservations.,0.7665220646969922,2.90403151512146,
1323,Do they take reservations?,Bachi Burger,Come early as reservations aren't allowed!,0.7618615889520816,2.90403151512146,
1324,Do they take reservations?,Bachi Burger,"Come to find out, you can't call and make reservations, not good!",0.7588631662281259,2.90403151512146,
1325,Do they take reservations?,Gen Korean BBQ House,They don't take reservations.,0.8913027347076717,1.612180471420288,4.0
1326,Do they take reservations?,Gen Korean BBQ House,They don't take reservations.,0.8913027347076717,1.612180471420288,4.0
1327,Do they take reservations?,Gen Korean BBQ House,Make sure to get there early - they do not take reservations.,0.8194491921579851,1.612180471420288,5.0
1328,Do they take reservations?,Gen Korean BBQ House,"They don't take reservations but if you can request Alodia, I would!",0.8013072620281264,1.612180471420288,5.0
1329,Do they take reservations?,Gen Korean BBQ House,The place doesn't take reservations.,0.7976346802506371,1.612180471420288,4.0
1330,Do they take reservations?,Ichiza,"Apparently, you can call and make reservations.",0.7858014677049955,1.5276508331298828,4.0
1331,Do they take reservations?,Ichiza,They do take reservation and will do that next time.,0.7856171976430005,1.5276508331298828,4.0
1332,Do they take reservations?,Ichiza,I think if you have a big party you can make reservations but be prepared to wait at least 45 minutes if you don't have reservations.,0.7741564810933178,1.5276508331298828,5.0
1333,Do they take reservations?,Ichiza,"To the best of my knowledge, they do not take reservation over the phone.",0.7558939584267494,1.5276508331298828,4.0
1334,Do they take reservations?,Ichiza,"To avoid the wait, you can make reservations ahead of time.",0.7533129804301372,1.5276508331298828,4.0
1335,Do they take reservations?,The Peppermill Restaurant & Fireside Lounge,they do not accept reservations.,0.8268489138325097,1.8343348503112795,
1336,Do they take reservations?,The Peppermill Restaurant & Fireside Lounge,Very busy but they do take reservations.,0.7969695571452067,1.8343348503112795,
1337,Do they take reservations?,The Peppermill Restaurant & Fireside Lounge,You can call ahead for reservations.,0.7781784996441736,1.8343348503112795,
1338,Do they take reservations?,The Peppermill Restaurant & Fireside Lounge,Don't you dare go to Vegas and not visit this place!,0.7566243701527153,1.8343348503112795,
1339,Do they take reservations?,The Peppermill Restaurant & Fireside Lounge,Don't forget to take a peek at the fireside lounge before you go.,0.7493907900933927,1.8343348503112795,
1340,Do they use MSG in the burgers or sauces?,Bachi Burger,Don't just add teriyaki sauce to the same patty you use for your boring burgers.,0.8171997705066298,2.9403688907623287,
1341,Do they use MSG in the burgers or sauces?,Bachi Burger,"The sauces are creamy so if you don't like thick creamy sauces then the fries ""dipping sauces"" aren't gonna be for you.",0.8136102294059938,2.9403688907623287,
1342,Do they use MSG in the burgers or sauces?,Bachi Burger,"I hope that the flavor doesn't just come from all the different sauces or specialty burgers, the taste of a  plain burger will set standard for their other burgers.",0.8043635595838278,2.9403688907623287,
1343,Do they use MSG in the burgers or sauces?,Bachi Burger,"Gluten Free Options/Knowledge:
They have to make your burger without some sort of sauce they normally put on all the burgers.",0.7928588860332499,2.9403688907623287,
1344,Do they use MSG in the burgers or sauces?,Bachi Burger,"The sauces on the burgers added the juiciness to them, not the patties.",0.7854669173523199,2.9403688907623287,
1345,Do they use MSG when preparing foods? I am allergic.,Gangnam Asian BBQ Dining,They had good flavor but I'm allergic.,0.7542642166569015,1.6303365230560305,
1346,Do they use MSG when preparing foods? I am allergic.,Gangnam Asian BBQ Dining,Don't wear anything that you don't want smelling like it was generously sprayed with the delicious smell of sweet BBQ smoke after you leave or have a change of cloth for going back to work.,0.7527865151707053,1.6303365230560305,
1347,Do they use MSG when preparing foods? I am allergic.,Gangnam Asian BBQ Dining,"Don't be afraid to ask for their help (cooking or picking something to eat), everyone is really nice!",0.7520455286384491,1.6303365230560305,
1348,Do they use MSG when preparing foods? I am allergic.,Gangnam Asian BBQ Dining,"If I knew their food were added w/ MSG, then I won't go or try at all.",0.7476854751370393,1.6303365230560305,
1349,Do they use MSG when preparing foods? I am allergic.,Gangnam Asian BBQ Dining,Not all you can eat but feel good after the choices of meats and seafood I made.,0.7468901925458977,1.6303365230560305,
1350,"Do they use MSG? If so, can we request no MSG?",Le Thai,Mom: Don't you want to try something other than chicken?,0.7646933696609493,1.3340060710906982,
1351,"Do they use MSG? If so, can we request no MSG?",Le Thai,Even if you don't think you'd like Thai food you should take a chance; I doubt you'll regret it.,0.7612334625765308,1.3340060710906982,
1352,"Do they use MSG? If so, can we request no MSG?",Le Thai,If you're not a Thai fan you still should because this place just may convert you.,0.7606892414965456,1.3340060710906982,
1353,"Do they use MSG? If so, can we request no MSG?",Le Thai,"You can see the kitchen in action through the window, and I couldn't  help but think....""What do they use that bottle of Nutella for!?!?!?""....ALOHA!!",0.7565617380529109,1.3340060710906982,
1354,"Do they use MSG? If so, can we request no MSG?",Le Thai,If you're not a fan of jerky...don't order it.,0.7558286827851157,1.3340060710906982,
1355,Do they validate parking?,Gordon Ramsay Steak,Do they really need our  $9!,0.6830846549653457,2.6084375381469727,
1356,Do they validate parking?,Gordon Ramsay Steak,Don't get me wrong.,0.669860577465026,2.6084375381469727,
1357,Do they validate parking?,Gordon Ramsay Steak,Don't let the size fool you; the 6-8oz.,0.6654649595732989,2.6084375381469727,
1358,Do they validate parking?,Gordon Ramsay Steak,Do get the street corn.,0.6625403307037289,2.6084375381469727,
1359,Do they validate parking?,Gordon Ramsay Steak,Do you want to know why?,0.6615057050573809,2.6084375381469727,
1360,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?,High Roller,"If you are planning to do something crazy in high roller just know that... 

Also, when you call in and ask questions they will act like you can get your own pod if you just ask but that is not true.",0.917323215009428,1.4323530197143557,1.0
1361,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?,High Roller,They have a bar before you get on if you choose not to do the booze cart (we did not).,0.9114001609303763,1.4323530197143557,1.0
1362,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?,High Roller,"If you've seen enough of the rest of Vegas for your taste, then I wouldn't put this off if you aren't about to leave.",0.9106154331337464,1.4323530197143557,1.0
1363,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?,High Roller,They do tell you when you are at the apex of the ride so you can take pictures.,0.9050563942468238,1.4323530197143557,1.0
1364,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?,High Roller,"and if you don't get it, the have a full bar just before you get in, so you can get your drinks there.",0.9021273261797588,1.4323530197143557,2.0
1365,Do we need reservations?,Mon Ami Gabi,You need to make reservations!,0.8759306012725163,3.929522037506104,
1366,Do we need reservations?,Mon Ami Gabi,You might want to make reservations though.,0.8386286881276751,3.929522037506104,
1367,Do we need reservations?,Mon Ami Gabi,Don't take reservations if you won't honor them.,0.8240297086856601,3.929522037506104,
1368,Do we need reservations?,Mon Ami Gabi,You can make reservations online too I believe.,0.8227316740680402,3.929522037506104,
1369,Do we need reservations?,Mon Ami Gabi,We did not need a reservation.,0.8200531713594761,3.929522037506104,
1370,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,We didn't have to make a reservation to sit at the bar.,0.890436379868407,1.6396119594573977,
1371,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,The couple next to us was eating at the bar so I supposed if you are too spontaneous to make a reservation you can still enjoy the restaurant.,0.8824453808450524,1.6396119594573977,
1372,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,I guess you can come and just enjoy the bar and the ambiance if you don't want to eat here.,0.8739160766204181,1.6396119594573977,
1373,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,"The host told me ""we can't reserve a table for you, you can wait upon check-in for a table to open"" 
Why are we making a reservation then?",0.8682468815365258,1.6396119594573977,
1374,Do we need to make reservation if we want to sit at the bar for drinks and deserts?,Eiffel Tower,We didn't have reservations so we decided to wait at the bar and have a drink.,0.8660962200950126,1.6396119594573977,
1375,Do you cater?,Little Miss BBQ,Do I have your attention now.,0.7703202954446984,1.435875654220581,
1376,Do you cater?,Little Miss BBQ,Do yourself a favor a go ASAP.,0.7602855946201158,1.435875654220581,
1377,Do you cater?,Little Miss BBQ,"Don't ask, just go!",0.7546178107813942,1.435875654220581,
1378,Do you cater?,Little Miss BBQ,Do yourself a favor and go atleast once.,0.7490385288820474,1.435875654220581,
1379,Do you cater?,Little Miss BBQ,Don't let this detour you.,0.7449986486197382,1.435875654220581,
1380,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,"The service is five stars and the food is great I will always choose Nora""s for a nice dinner with my honey or even just a nice place to go for no reason at all.",0.7963454500000735,1.3610546588897705,
1381,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,"Don't change a thing, we always look forward to lunch or dinner at Nora's!",0.7783304872076652,1.3610546588897705,
1382,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,It's a great date spot or if you just want to have a family dinner.,0.7739158614112426,1.3610546588897705,
1383,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,Came here for my birthday dinner and the service is fantastic as well as the food they are so attentive to you and they also allowed my friend to bring in a birthday cake to surprise me.,0.7728120061884379,1.3610546588897705,
1384,Do you find Nora's kid friendly for a 7 year old and 15 month for Xmas dinner?,Nora's Italian Cuisine,The food came out with perfect timing one thing after another...cant wait to come back...see you next week Nora's!,0.7722544744468056,1.3610546588897705,
1385,Do you get a specific departure time? Or how long is the line at night?,High Roller,For an extra $10 you can get a pod that serves you all the booze you can drink in 30 minutes but I am not exactly sure what that means so be sure to ask for specifics.,0.8737335343478052,1.524282932281494,
1386,Do you get a specific departure time? Or how long is the line at night?,High Roller,"You choose your time slot when you purchase your tickets so think about how you want to see the city, during the day you can see farther and with more detail, at night you get the city lights.",0.8735271151919638,1.524282932281494,
1387,Do you get a specific departure time? Or how long is the line at night?,High Roller,"Going night or day, you'll get a great view and tons of drinks you can get down in 30 minutes (which is how long the ride is).",0.8668108379000237,1.524282932281494,
1388,Do you get a specific departure time? Or how long is the line at night?,High Roller,Don't forget to bring your Camera/Polaroid :) & I'd recommend going during sunset or night time when all the lights are on.,0.8652069685609095,1.524282932281494,
1389,Do you get a specific departure time? Or how long is the line at night?,High Roller,"If you are planning to do something crazy in high roller just know that... 

Also, when you call in and ask questions they will act like you can get your own pod if you just ask but that is not true.",0.8649308257590754,1.524282932281494,
1390,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,"If you haven't tried this, you need to.",0.8441329850471779,1.516731023788452,
1391,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,You get what you paid for.,0.8425067398796451,1.516731023788452,
1392,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,Sometimes you have to stick with what you know.,0.8421443536759011,1.516731023788452,
1393,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,"If you have, please let me know right away.",0.8415264574199645,1.516731023788452,
1394,"Do you guys have corkage fees? If so, how much? Thank you",Citizen Public House,"If you haven't been, you should go.",0.8381630311026474,1.516731023788452,
1395,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,If u guys not ready for open a business like this.,0.8047319945955377,2.565628290176392,
1396,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,"If you're open minded with trying different food give this place a try, just make sure you get here early cause the wait can exceed 30 minutes.",0.7878586716727053,2.565628290176392,
1397,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,Perhaps these guys need to advertise that they'll turn you away if you arrive 56 minutes (yes nearly an hour) before closing time!,0.7810678095957901,2.565628290176392,
1398,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,"I also recommend going here before 6 or 7pm, because that's the time they start to get really busy and the wait can go up to 2 hours, especially if you have a big party.",0.7806708017661732,2.565628290176392,
1399,"Do you guys open on thanksgiving day?
11/23 thursday..
If open, business hours same?",Gen Korean BBQ House,The two hours that your allowed will go fast and in a frenzy you will forget that you were once a human person and you will eat until you feel faint or pass out!...,0.7804304693531992,2.565628290176392,
1400,Do you guys use creekstone beef?,Little Miss BBQ,They'll offer you samples if you want a taste of a meat you're not sure of.,0.789822847789679,4.569098472595215,
1401,Do you guys use creekstone beef?,Little Miss BBQ,Once inside the guys are super nice and let you try the meat if you ask for a sample.,0.7844803350410859,4.569098472595215,
1402,Do you guys use creekstone beef?,Little Miss BBQ,"Anyway, if you are having beef or pork, you will not go wrong.",0.7838364906459587,4.569098472595215,
1403,Do you guys use creekstone beef?,Little Miss BBQ,Please do yourself a favor and don't get the LEAN brisket.,0.7820764756184264,4.569098472595215,
1404,Do you guys use creekstone beef?,Little Miss BBQ,"Don't let the looks fool you, this place is definitely worth going to if you like (love) BBQ.",0.7780990630847319,4.569098472595215,
1405,Do you have a child price?,Gen Korean BBQ House,Don't worry you can still see your food and company still!,0.7934097849959257,1.5642764568328855,
1406,Do you have a child price?,Gen Korean BBQ House,"Did I mention, it's all YOU can eat for a great price!",0.7915137659400059,1.5642764568328855,
1407,Do you have a child price?,Gen Korean BBQ House,Do something about your wait time.,0.7890126447395849,1.5642764568328855,
1408,Do you have a child price?,Gen Korean BBQ House,Try it if you haven't!!,0.7776866602218172,1.5642764568328855,
1409,Do you have a child price?,Gen Korean BBQ House,"For the price you pay, you get your worth!",0.7736784507435195,1.5642764568328855,
1410,Do you have gluten free options available?,Carson Kitchen,Not a lot of gluten free options.,0.8360274020523297,1.573127508163452,
1411,Do you have gluten free options available?,Carson Kitchen,Gluten free food options available.,0.807633622785953,1.573127508163452,
1412,Do you have gluten free options available?,Carson Kitchen,Love all the gluten free options!,0.8073296052714816,1.573127508163452,
1413,Do you have gluten free options available?,Carson Kitchen,She even knew the gluten free options for my friend!,0.7363311897952878,1.573127508163452,
1414,Do you have gluten free options available?,Carson Kitchen,"You can ask for additional bread, but they WILL charge you for the extra bread.",0.7062495449808539,1.573127508163452,
1415,Do you have gluten free pancakes?,HEXX kitchen + bar,You can also do a free chocolate tasting there.,0.7603007549800169,1.3056893348693848,
1416,Do you have gluten free pancakes?,HEXX kitchen + bar,Don't forget to order the amazing chicken and waffles :),0.7574630102704463,1.3056893348693848,
1417,Do you have gluten free pancakes?,HEXX kitchen + bar,"If you want a sweet dish to start your day, the chocolate pancakes are the way to go.",0.7473196246521819,1.3056893348693848,
1418,Do you have gluten free pancakes?,HEXX kitchen + bar,"Do you want to  sit, eat and drink or.... not?",0.7337646553139932,1.3056893348693848,
1419,Do you have gluten free pancakes?,HEXX kitchen + bar,Do not have breakfast here.,0.727877934875716,1.3056893348693848,
1420,Do you have gluten free pizza / items?,Secret Pizza,They have already made pizzas you can choose from or you Can order a whole pizza.,0.7871128623943872,2.1113207340240483,
1421,Do you have gluten free pizza / items?,Secret Pizza,You eat the pizza here because you can.,0.7867995156765103,2.1113207340240483,
1422,Do you have gluten free pizza / items?,Secret Pizza,It seems you may need to custom order your pizza if you don't want pepperoni or just cheese.,0.7698112844158134,2.1113207340240483,
