,question,business,answer,similarity,execution_time_in_sec,human_rating
486,Can I get any noodle dishes besides chap jae?,Gen Korean BBQ House,all sorts of side dishes,0.7684916611104841,1.85474920272827,
487,Can I get any noodle dishes besides chap jae?,Gen Korean BBQ House,different grills,0.762050149158525,1.85474920272827,
488,Can I get any noodle dishes besides chap jae?,Gen Korean BBQ House,The beef brisket and tongue are very tender and juicy even if you have to cook,0.760760593864481,1.85474920272827,
489,Can I get any noodle dishes besides chap jae?,Gen Korean BBQ House,"I could only eat one bite)

If you're looking for an affordable, clean, yummy Korean BBQ restaurant, I would give this place a try",0.759115626655484,1.85474920272827,
490,Can I have a bottle of vodka or alcohol in my purse?,High Roller,I know they had other hard alcohol and beer,0.809927556584813,1.60589241981506,
491,Can I have a bottle of vodka or alcohol in my purse?,High Roller,non alcoholic,0.7822595657036581,1.60589241981506,
492,Can I have a bottle of vodka or alcohol in my purse?,High Roller,I would recommend doing the all you can drink alcohol,0.7779676621779379,1.60589241981506,
493,Can I have a bottle of vodka or alcohol in my purse?,High Roller,"drinks have basically no alcohol in them, but you can't go wrong with a strawberry margarita on a warm summer night",0.7768001832207709,1.60589241981506,
494,Can I have a bottle of vodka or alcohol in my purse?,High Roller,buying drinks in their bar unless you like to pay a lot for hardly any alcohol in your drink.,0.7763170822811041,1.60589241981506,
495,Can I make a reservation at 10 pm for dessert and drinks only?,Eiffel Tower,just got drinks and dessert at the bar,0.811335993146641,1.91243934631348,
496,Can I make a reservation at 10 pm for dessert and drinks only?,Eiffel Tower,their awesome window view overlooking towards the Bellagio fountains,0.808301489351192,1.91243934631348,
497,Can I make a reservation at 10 pm for dessert and drinks only?,Eiffel Tower,sit at the bar and have a couple of appetizers and drinks,0.796607376818785,1.91243934631348,
498,Can I make a reservation at 10 pm for dessert and drinks only?,Eiffel Tower,Come for lunch...or get a dinner reservation,0.7957892460492021,1.91243934631348,
499,Can I make a reservation at 10 pm for dessert and drinks only?,Eiffel Tower,btw - the bill at the end was $700 - 7 drinks,0.794178611594206,1.91243934631348,
500,Can I make a reservation?,Bacchanal Buffet,Go somewhere else if you don't have reservation,0.8017830485172109,4.69852304458618,
501,Can I make a reservation?,Bacchanal Buffet,Make a reservation somewhere else unless you just want as many Crab Legs,0.7750139012280128,4.69852304458618,
502,Can I make a reservation?,Bacchanal Buffet,expensive,0.7717600142431469,4.69852304458618,
503,Can I make a reservation?,Bacchanal Buffet,a reservation and I get there,0.7695154033083671,4.69852304458618,
504,Can I make a reservation?,Bacchanal Buffet,you MUST have a reservation.,0.7680049021437679,4.69852304458618,
505,Can I order off the lunch menu on a Sunday at 11am instead of the brunch menu? I am not a big breakfast food eater. Thanks.,Mon Ami Gabi,breakfast foods all day long,0.8914338767754308,4.278459310531621,
506,Can I order off the lunch menu on a Sunday at 11am instead of the brunch menu? I am not a big breakfast food eater. Thanks.,Mon Ami Gabi,I've only been here for breakfast,0.875398214481999,4.278459310531621,
507,Can I order off the lunch menu on a Sunday at 11am instead of the brunch menu? I am not a big breakfast food eater. Thanks.,Mon Ami Gabi,a little better than the dinner menu,0.87218827516963,4.278459310531621,
508,Can I order off the lunch menu on a Sunday at 11am instead of the brunch menu? I am not a big breakfast food eater. Thanks.,Mon Ami Gabi,everything on the menu is sooo good,0.8710866920670909,4.278459310531621,
509,Can I order off the lunch menu on a Sunday at 11am instead of the brunch menu? I am not a big breakfast food eater. Thanks.,Mon Ami Gabi,Their breakfast brunch menu,0.8697930007703609,4.278459310531621,
510,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?,Studio B Buffet,$29.99 on the weekends for dinner,0.8450083130709191,2.13607096672058,
511,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?,Studio B Buffet,I think the best time to go would be on a Saturday and Sunday,0.8295848805779742,2.13607096672058,
512,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?,Studio B Buffet,4-5hrs in line for their weekend brunch,0.8241008004414159,2.13607096672058,
513,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?,Studio B Buffet,"I guess I have to come back again, but this time on a weekend for dinner",0.8213742330578659,2.13607096672058,
514,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?,Studio B Buffet,free booze,0.820372945790354,2.13607096672058,
515,"Can I show up at 4:00 PM on Thursday and pay the brunch price, but get crab legs at 5:00 PM when the dinner options are available?",Wicked Spoon,Got there and paid for brunch price before 3pm,0.853935647702888,5.267918825149541,
516,"Can I show up at 4:00 PM on Thursday and pay the brunch price, but get crab legs at 5:00 PM when the dinner options are available?",Wicked Spoon,to dinner,0.8517015333608371,5.267918825149541,
517,"Can I show up at 4:00 PM on Thursday and pay the brunch price, but get crab legs at 5:00 PM when the dinner options are available?",Wicked Spoon,If you will be in town for several days try to avoid eating these buffet on weekends and other holidays,0.849317516531889,5.267918825149541,
518,"Can I show up at 4:00 PM on Thursday and pay the brunch price, but get crab legs at 5:00 PM when the dinner options are available?",Wicked Spoon,here's a secret trick: come on a weekend around 2pm to get brunch,0.847552328936747,5.267918825149541,
519,"Can I show up at 4:00 PM on Thursday and pay the brunch price, but get crab legs at 5:00 PM when the dinner options are available?",Wicked Spoon,"so you can't stay for lunch and then get the dinner price, unless you just sat around for 2 extra hours",0.844682559098111,5.267918825149541,
520,Can I take a cooler into the LINQ?,The LINQ Hotel & Casino,"Make sure you bring your card key because if you don't have it they will not let you in) Oh before I forget, when looking for the pool, go towards the right you have to go over the mini bridge and DO NOT STAND in line for the adult pool",0.7888121194919521,2.5672628879547097,
521,Can I take a cooler into the LINQ?,The LINQ Hotel & Casino,if you're trying to get some sun light into the room/if you have to change your clothes,0.7763534632461,2.5672628879547097,
522,Can I take a cooler into the LINQ?,The LINQ Hotel & Casino,I didn't know that because one would assume that when you come into your room everything is ready to go,0.7757609142567891,2.5672628879547097,
523,Can I take a cooler into the LINQ?,The LINQ Hotel & Casino,If you like a more intimate pool experience,0.7721926826791391,2.5672628879547097,
524,Can I take a cooler into the LINQ?,The LINQ Hotel & Casino,Don't you think they could have done this later in the day.,0.771437022935981,2.5672628879547097,
525,Can a 5 year old child ride the high roller?,High Roller,over 30 minutes.,0.7415117089908391,1.61532139778137,
526,Can a 5 year old child ride the high roller?,High Roller,left a 5 year old kid alone with bunch of stranger,0.719486736276244,1.61532139778137,
527,Can a 5 year old child ride the high roller?,High Roller,middle aged son decided to have an episode halfway through the ride,0.71349276740398,1.61532139778137,
528,Can a 5 year old child ride the high roller?,High Roller,had to ride the high roller,0.708329193395994,1.61532139778137,
529,Can a 5 year old child ride the high roller?,High Roller,"the smooth ride, the time spent on the high roller",0.700132896650114,1.61532139778137,
530,Can an 18 year old eat here?,STK Las Vegas,I guess I eat like an old person,0.737694142722917,1.71283483505249,
531,Can an 18 year old eat here?,STK Las Vegas,Don't eat here,0.732428551188682,1.71283483505249,
532,Can an 18 year old eat here?,STK Las Vegas,the bread will be as dry as an old woman's .... umm ya it gets super dry,0.726250790185527,1.71283483505249,
533,Can an 18 year old eat here?,STK Las Vegas,an off-night,0.7196133889670451,1.71283483505249,
534,Can an 18 year old eat here?,STK Las Vegas,If you are just looking for a fun night and club type restaurant,0.7184182204603821,1.71283483505249,
535,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.,HEXX kitchen + bar,lunch or dinner menu,0.814234938721155,1.5136210918426498,
536,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.,HEXX kitchen + bar,whole other story,0.790018460245679,1.5136210918426498,
537,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.,HEXX kitchen + bar,average tasting and price was about $16 (average price here for a breakfast,0.78363280615728,1.5136210918426498,
538,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.,HEXX kitchen + bar,Maybe for lunch or dinner,0.78002718908434,1.5136210918426498,
539,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.,HEXX kitchen + bar,Looking for a place to eat where my boyfriend could have his typical breakfast food,0.7779395281076039,1.5136210918426498,
540,Can make a reservation?,Ichiza,Tip,0.7306586212474071,1.6866238117218,
541,Can make a reservation?,Ichiza,Would highly recommend making a reservation,0.72518370074744,1.6866238117218,
542,Can make a reservation?,Ichiza,Call ahead and make a reservation~,0.716503790492644,1.6866238117218,
543,Can make a reservation?,Ichiza,"Please make a reservation because otherwise, you will be waiting in line",0.715548119900458,1.6866238117218,
544,Can make a reservation?,Ichiza,you can call and make reservations,0.714635546621918,1.6866238117218,
545,Can someone explain the rule of unfinished food? Do customers literally have to finish every single plate in full? Are the servings large?,Gen Korean BBQ House,unfinished food,0.8270367453763001,2.01508021354675,
546,Can someone explain the rule of unfinished food? Do customers literally have to finish every single plate in full? Are the servings large?,Gen Korean BBQ House,"so delicious, what if I could eat them, and twenty other Korean favorites, for hours and hours?",0.818917604660275,2.01508021354675,
547,Can someone explain the rule of unfinished food? Do customers literally have to finish every single plate in full? Are the servings large?,Gen Korean BBQ House,sized food,0.818361313900502,2.01508021354675,
548,Can someone explain the rule of unfinished food? Do customers literally have to finish every single plate in full? Are the servings large?,Gen Korean BBQ House,If you don't finish your food,0.817297238373522,2.01508021354675,
549,Can someone explain the rule of unfinished food? Do customers literally have to finish every single plate in full? Are the servings large?,Gen Korean BBQ House,"You still have food on your plate.""",0.8113701627878409,2.01508021354675,
550,Can someone post the pricing please?,Wicked Spoon,?,0.728623556944958,4.0571830272674605,
551,Can someone post the pricing please?,Wicked Spoon,You can't get lost unless you try so please don't put your kid on a leash.,0.7208151468331379,4.0571830272674605,
552,Can someone post the pricing please?,Wicked Spoon,Please don't believe when people tell you this is the buffet to check out,0.717251076553499,4.0571830272674605,
553,Can someone post the pricing please?,Wicked Spoon,there is your sneak peak into COSMO,0.7150744629076651,4.0571830272674605,
554,Can someone post the pricing please?,Wicked Spoon,Like any person would tell you or any review you read...this line is always long,0.714962274698457,4.0571830272674605,
555,"Can u get tix at box office before the show?
Do they ever discount them if show not as out?",Absinthe,$20 off coupons,0.891638694947257,1.79019951820374,
556,"Can u get tix at box office before the show?
Do they ever discount them if show not as out?",Absinthe,$20 off tickets to the show,0.8858623015818471,1.79019951820374,
557,"Can u get tix at box office before the show?
Do they ever discount them if show not as out?",Absinthe,dressed up from the show handing out coupons,0.8708922091357679,1.79019951820374,
558,"Can u get tix at box office before the show?
Do they ever discount them if show not as out?",Absinthe,"by words like ""SXIT, FXCK, etc"" that you should leave the show because they do not hold back at all",0.8666579498599408,1.79019951820374,
559,"Can u get tix at box office before the show?
Do they ever discount them if show not as out?",Absinthe,:D,0.866064447272457,1.79019951820374,
560,Can we have a dinner with 20-25 people without a set menu?,Mon Ami Gabi,better menu for dinner..,0.835553659967543,5.20571088790894,
561,Can we have a dinner with 20-25 people without a set menu?,Mon Ami Gabi,Never been for dinner so I can't speak for their dinner menu.,0.831724228772323,5.20571088790894,
562,Can we have a dinner with 20-25 people without a set menu?,Mon Ami Gabi,I've only been here for breakfast,0.8277098631266099,5.20571088790894,
563,Can we have a dinner with 20-25 people without a set menu?,Mon Ami Gabi,I would like to try their dinner menu next time,0.8249486263034042,5.20571088790894,
564,Can we have a dinner with 20-25 people without a set menu?,Mon Ami Gabi,My expectation for breakfast,0.8233478418856959,5.20571088790894,
565,Can we just go to the bar for drinks and appetizers?,TAO Asian Bistro,"we spent about double that including drinks, appetizers and dessert",0.8405043264944929,1.74156808853149,
566,Can we just go to the bar for drinks and appetizers?,TAO Asian Bistro,an entree for you and your sweatie,0.8322941889350641,1.74156808853149,
567,Can we just go to the bar for drinks and appetizers?,TAO Asian Bistro,drinks,0.826498865132037,1.74156808853149,
568,Can we just go to the bar for drinks and appetizers?,TAO Asian Bistro,pay for our drinks and all the appetizers,0.824672569007277,1.74156808853149,
569,Can we just go to the bar for drinks and appetizers?,TAO Asian Bistro,Price:  Can be pricey,0.818045191897921,1.74156808853149,
570,Can we make reservations for party of 9?,Gangnam Asian BBQ Dining,Remember that they don't take same day reservations,0.8415624385142679,1.8168225288391104,
571,Can we make reservations for party of 9?,Gangnam Asian BBQ Dining,Are you not able to make reservations for under 8 people,0.839700712448973,1.8168225288391104,
572,Can we make reservations for party of 9?,Gangnam Asian BBQ Dining,"I wanted to make reservations for tonight at 10"".",0.8033494006605171,1.8168225288391104,
573,Can we make reservations for party of 9?,Gangnam Asian BBQ Dining,your party more than 8 people,0.763537463282361,1.8168225288391104,
574,Can we make reservations for party of 9?,Gangnam Asian BBQ Dining,we had a party of 3 and ordered the Premium,0.7539241306989629,1.8168225288391104,
575,Can you bring a drink?,High Roller,Didn't know you can bring drinks,0.8628638606167959,1.5753278732299798,
576,Can you bring a drink?,High Roller,you can bring your drinks inside,0.84313088761973,1.5753278732299798,
577,Can you bring a drink?,High Roller,Can you drink enough in 30-minutes,0.841321169863447,1.5753278732299798,
578,Can you bring a drink?,High Roller,You can take the drinks with you,0.836709249025943,1.5753278732299798,
579,Can you bring a drink?,High Roller,All you can drink,0.8284946555617491,1.5753278732299798,
580,Can you bring in an alcoholic beverage or are you required to order them from inside the pod?,High Roller,inside the pod with you,0.871031315568722,1.65954828262329,
581,Can you bring in an alcoholic beverage or are you required to order them from inside the pod?,High Roller,a bar in the waiting area to get a beverage of your choice that you can take in the pod,0.8651025943555508,1.65954828262329,
582,Can you bring in an alcoholic beverage or are you required to order them from inside the pod?,High Roller,in your car for the entire 30 minutes,0.862383830068717,1.65954828262329,
583,Can you bring in an alcoholic beverage or are you required to order them from inside the pod?,High Roller,then outside and you can see the giant pods,0.8612379394867771,1.65954828262329,
584,Can you bring in an alcoholic beverage or are you required to order them from inside the pod?,High Roller,$5 more you can enjoy the all you can drink pod,0.8541590954459309,1.65954828262329,
585,Can you bring your own tubes for lazy river?,MGM Grand Hotel,The lazy river is nice but you can't bring your own tube,0.886590518670673,2.94693875312805,
586,Can you bring your own tubes for lazy river?,MGM Grand Hotel,The Lazy River is fun,0.8363191747805742,2.94693875312805,
587,Can you bring your own tubes for lazy river?,MGM Grand Hotel,Lazy river,0.8315422943983429,2.94693875312805,
588,Can you bring your own tubes for lazy river?,MGM Grand Hotel,let your bring your own booze,0.83003145763494,2.94693875312805,
589,Can you bring your own tubes for lazy river?,MGM Grand Hotel,cost of a tube is $25.00,0.8292761628342509,2.94693875312805,
590,"Can you bring your own wine and pay a corkage fee?  If so, what is the fee per bottle?",Nora's Italian Cuisine,a bottle of wine,0.8187031519525629,1.64112973213196,
591,"Can you bring your own wine and pay a corkage fee?  If so, what is the fee per bottle?",Nora's Italian Cuisine,Forget the super fancy Italian restaurants at the strip that charge you so much that you might as well sell your blood to afford your next meal,0.806452682097221,1.64112973213196,
592,"Can you bring your own wine and pay a corkage fee?  If so, what is the fee per bottle?",Nora's Italian Cuisine,enough to serve around 12 people,0.7896252873545079,1.64112973213196,
593,"Can you bring your own wine and pay a corkage fee?  If so, what is the fee per bottle?",Nora's Italian Cuisine,a plate of spaghetti,0.7894302914596899,1.64112973213196,
594,"Can you bring your own wine and pay a corkage fee?  If so, what is the fee per bottle?",Nora's Italian Cuisine,if you like veal,0.7856744151779291,1.64112973213196,
595,Can you buy the gift card at Lettuce Entertain You and use it at the vegas location?,Mon Ami Gabi,by going to your local grocery store,0.8207342044515741,4.35214829444885,
596,Can you buy the gift card at Lettuce Entertain You and use it at the vegas location?,Mon Ami Gabi,If you go to your local Safeway or Krugers or cheapo grocery store at 10:30 at night and purchase the croissant,0.8203211431614541,4.35214829444885,
597,Can you buy the gift card at Lettuce Entertain You and use it at the vegas location?,Mon Ami Gabi,in the paper bags,0.808628958496591,4.35214829444885,
598,Can you buy the gift card at Lettuce Entertain You and use it at the vegas location?,Mon Ami Gabi,I recommend that you tell the cashier at the entrance to give you a seat outside with a fountain view,0.806931124772737,4.35214829444885,
599,Can you buy the gift card at Lettuce Entertain You and use it at the vegas location?,Mon Ami Gabi,"Don't take my word for it though, because you have to try this place for yourself at least once in your life",0.805616330073836,4.35214829444885,
600,Can you cook the meat for the customers? Or does everyone have to cook Themselves?,Gangnam Asian BBQ Dining,cook the meat,0.914978497203387,1.7995443344116202,
601,Can you cook the meat for the customers? Or does everyone have to cook Themselves?,Gangnam Asian BBQ Dining,cook your own food,0.908217343284898,1.7995443344116202,
602,Can you cook the meat for the customers? Or does everyone have to cook Themselves?,Gangnam Asian BBQ Dining,You can cook the meat yourself,0.899459166111069,1.7995443344116202,
603,Can you cook the meat for the customers? Or does everyone have to cook Themselves?,Gangnam Asian BBQ Dining,The meat are sliced so when you grill it yourself it doesn't take forever to cook,0.899132799209764,1.7995443344116202,
604,Can you cook the meat for the customers? Or does everyone have to cook Themselves?,Gangnam Asian BBQ Dining,does not cook your meat,0.886420368557384,1.7995443344116202,
605,Can you have a couple beverages while waiting in line like you can at Franklins?,Little Miss BBQ,"you will have to wait in line, outside, for at least an hour or two",0.8876080370256341,1.6770935058593797,
606,Can you have a couple beverages while waiting in line like you can at Franklins?,Little Miss BBQ,If you do your research you will find that you need to show up at least 30 minutes before they open unless you want to stand in line for hours waiting to order your food,0.8825452176556909,1.6770935058593797,
607,Can you have a couple beverages while waiting in line like you can at Franklins?,Little Miss BBQ,the nice guy out front told us you can order online,0.8766516691186491,1.6770935058593797,
608,Can you have a couple beverages while waiting in line like you can at Franklins?,Little Miss BBQ,If you want to enjoy the food high you receive from little miss BBQ,0.87328458482147,1.6770935058593797,
609,Can you have a couple beverages while waiting in line like you can at Franklins?,Little Miss BBQ,If you're in Phoneix and love BBQ (and have an hour or so to kill waiting in line,0.870669034614093,1.6770935058593797,
610,"Can you let me know roughly what time one would have to get there on a Saturday to minimize their wait? I've just heard about this place and would love to try it out, don't even mind waiting either if the food is as good as it looks.",Little Miss BBQ,"Yes, you run the risk of not getting exactly what you want, but you don't have to wait in line, and let's face it... everything they have is good... so you aren't really missing out by going later than usual",0.9551210275400832,1.72442245483398,4.0
611,"Can you let me know roughly what time one would have to get there on a Saturday to minimize their wait? I've just heard about this place and would love to try it out, don't even mind waiting either if the food is as good as it looks.",Little Miss BBQ,if you have had magical bbq,0.95189576721039,1.72442245483398,1.0
612,"Can you let me know roughly what time one would have to get there on a Saturday to minimize their wait? I've just heard about this place and would love to try it out, don't even mind waiting either if the food is as good as it looks.",Little Miss BBQ,except that it is like nothing you have ever had and that it is the best thing you can get for lunch,0.950887668726114,1.72442245483398,1.0
613,"Can you let me know roughly what time one would have to get there on a Saturday to minimize their wait? I've just heard about this place and would love to try it out, don't even mind waiting either if the food is as good as it looks.",Little Miss BBQ,the pastrami I throw it away not good the waited about a hour in line,0.950240012376171,1.72442245483398,1.0
614,"Can you let me know roughly what time one would have to get there on a Saturday to minimize their wait? I've just heard about this place and would love to try it out, don't even mind waiting either if the food is as good as it looks.",Little Miss BBQ,"I have to say, before I go on...do not plan on going after 1:00pm",0.949585081607229,1.72442245483398,4.0
615,Can you order drinks?,Absinthe,You can bring drinks,0.805280490992984,1.6972074508667,
616,Can you order drinks?,Absinthe,You can even bring your own drinks,0.788668833890027,1.6972074508667,
617,Can you order drinks?,Absinthe,Can you swear on yelp,0.768751083972563,1.6972074508667,
618,Can you order drinks?,Absinthe,drinks outside,0.728707601922635,1.6972074508667,
619,Can you order drinks?,Absinthe,I would recommend walking right outside to the Bacardi Bar if you want cheaper drinks,0.7283800452795022,1.6972074508667,
620,Can you order off of the lunch menu for dinner?,Mon Ami Gabi,I prefer the dinner menu over lunch,0.866934778185988,4.16398620605469,
621,Can you order off of the lunch menu for dinner?,Mon Ami Gabi,I might have to return soon to try the lunch or dinner menu,0.857915697248217,4.16398620605469,
622,Can you order off of the lunch menu for dinner?,Mon Ami Gabi,I've tried everything the lunch and dinner menu,0.8442929476527791,4.16398620605469,
623,Can you order off of the lunch menu for dinner?,Mon Ami Gabi,MIGHT try lunch or dinner.,0.836267058729176,4.16398620605469,
624,Can you order off of the lunch menu for dinner?,Mon Ami Gabi,Will surely go back for breakfast lunch and dinner,0.836161860748534,4.16398620605469,
625,Can you order steak well done?,Gaucho Parrilla Argentina,the steak,0.829053833173001,1.4990029335022,
626,Can you order steak well done?,Gaucho Parrilla Argentina,if you come to pittsburgh,0.8245564418527611,1.4990029335022,
627,Can you order steak well done?,Gaucho Parrilla Argentina,a better steak sandwich on earth,0.8182290981688571,1.4990029335022,
628,Can you order steak well done?,Gaucho Parrilla Argentina,You get a choice of the cut of beef,0.805151165703137,1.4990029335022,
629,Can you order steak well done?,Gaucho Parrilla Argentina,straight-up steak plates,0.8028051286551801,1.4990029335022,
630,Can you plug a device like a fire stick or Xbox to the tvs in the rooms?,The LINQ Hotel & Casino,rent a $20 movie,0.791371150449687,2.09394979476929,
631,Can you plug a device like a fire stick or Xbox to the tvs in the rooms?,The LINQ Hotel & Casino,no body lotion,0.780066150602548,2.09394979476929,
632,Can you plug a device like a fire stick or Xbox to the tvs in the rooms?,The LINQ Hotel & Casino,You only get 2 devices for wifi,0.7789340524384609,2.09394979476929,
633,Can you plug a device like a fire stick or Xbox to the tvs in the rooms?,The LINQ Hotel & Casino,a tub in case I need to soak my feet from all the walking and a fluffy posh bed,0.777507036466118,2.09394979476929,
634,Can you plug a device like a fire stick or Xbox to the tvs in the rooms?,The LINQ Hotel & Casino,get off on their floor and go to the back elevators,0.7759926196845591,2.09394979476929,
635,Can you request a window table?,Eiffel Tower,you are guaranteed a window table,0.7632276375465509,1.87753057479858,
636,Can you request a window table?,Eiffel Tower,So try to get there early if you want a window table,0.7603878904679159,1.87753057479858,
637,Can you request a window table?,Eiffel Tower,you can be seated right away to an available table,0.7555046586336608,1.87753057479858,
638,Can you request a window table?,Eiffel Tower,"If you can, request a seat by the window for the best views",0.754802213155896,1.87753057479858,
639,Can you request a window table?,Eiffel Tower,Pretty sweet if you get a table by the window,0.754540059189903,1.87753057479858,
640,Can you smoke weed on Fremont street?,Fremont Street Experience,just to let you know it's not ok to smoke weed,0.7600585024756821,1.4890353679657,
641,Can you smoke weed on Fremont street?,Fremont Street Experience,You get to zip-line down Fremont street how cool,0.724535117251037,1.4890353679657,
642,Can you smoke weed on Fremont street?,Fremont Street Experience,Why then can you do those things on Fremont and not the Strip?,0.7236695895412291,1.4890353679657,
643,Can you smoke weed on Fremont street?,Fremont Street Experience,Oh the things you see on Fremont Street.,0.7213638029152081,1.4890353679657,
644,Can you smoke weed on Fremont street?,Fremont Street Experience,If you're about the Strip life,0.7153441480196899,1.4890353679657,
645,Can you stay from brunch to dinner?,Bacchanal Buffet,Come for breakfast,0.843027745089763,4.81241583824158,
646,Can you stay from brunch to dinner?,Bacchanal Buffet,"If you must go, go right before brunch",0.8420015042284359,4.81241583824158,
647,Can you stay from brunch to dinner?,Bacchanal Buffet,"Come for lunch, stay for dinner!",0.8290979418210809,4.81241583824158,
648,Can you stay from brunch to dinner?,Bacchanal Buffet,How can you call yourself a brunch and not have any breakfast food,0.825035907114393,4.81241583824158,
649,Can you stay from brunch to dinner?,Bacchanal Buffet,catch brunch menu items,0.8240182634615619,4.81241583824158,
650,Can you stay from lunch to dinner at wicked spoon?,Wicked Spoon,in wicked spoon buffet,0.8593697173460029,4.030276536941529,
651,Can you stay from lunch to dinner at wicked spoon?,Wicked Spoon,Maybe the dinner or lunch at Wicked spoon is good but brunch was okay at best,0.8489510205662191,4.030276536941529,
652,Can you stay from lunch to dinner at wicked spoon?,Wicked Spoon,I love eating dinner at wicked spoon!,0.8476732272850992,4.030276536941529,
653,Can you stay from lunch to dinner at wicked spoon?,Wicked Spoon,We went to wicked spoon,0.816795061279699,4.030276536941529,
654,Can you stay from lunch to dinner at wicked spoon?,Wicked Spoon,we got a comp meal at wicked spoon buffet,0.813600684342422,4.030276536941529,
655,Can't decide Wicked Spoon or here for my first experience. Wicked spoon looks like it's got better food varieties from photos?,Studio B Buffet,they got a 1 star from me this time around,0.845780448293256,2.22009921073914,
656,Can't decide Wicked Spoon or here for my first experience. Wicked spoon looks like it's got better food varieties from photos?,Studio B Buffet,"wait a coffee bar that makes lattes, capacinos and more includiing alcoholic coffee drinks",0.843603925148667,2.22009921073914,
657,Can't decide Wicked Spoon or here for my first experience. Wicked spoon looks like it's got better food varieties from photos?,Studio B Buffet,"pizza
Lobster Bisque
Creme Brule
Gelato
*Smoked Bacon",0.841851863629192,2.22009921073914,
658,Can't decide Wicked Spoon or here for my first experience. Wicked spoon looks like it's got better food varieties from photos?,Studio B Buffet,"pretty cheap stuff
- Looks",0.8401297459761929,2.22009921073914,
659,Can't decide Wicked Spoon or here for my first experience. Wicked spoon looks like it's got better food varieties from photos?,Studio B Buffet,I don't like the desserts,0.83979869748991,2.22009921073914,
660,Cheapest bar for drinks?,Charlotte Douglas International Airport,a full spectrum of fast food,0.670824486933999,1.49629163742065,
661,Cheapest bar for drinks?,Charlotte Douglas International Airport,Tons,0.657727735374558,1.49629163742065,
662,Cheapest bar for drinks?,Charlotte Douglas International Airport,Lots of food and drink options,0.648241230089551,1.49629163742065,
663,Cheapest bar for drinks?,Charlotte Douglas International Airport,"Yes, the food and drinks are expensive but that's just standard airport prices",0.647517613489011,1.49629163742065,
664,Cheapest bar for drinks?,Charlotte Douglas International Airport,"The restaurants, bars, quick stops to get a phone charger or bottle of wine",0.640720472663391,1.49629163742065,
665,Christmas Eve price?,Bacchanal Buffet,$51.99 for lunch on Christmas Eve.,0.750763775196758,4.790828943252559,
666,Christmas Eve price?,Bacchanal Buffet,Christmas Eve 2016 dinner with the family.,0.711050350112018,4.790828943252559,
667,Christmas Eve price?,Bacchanal Buffet,The holiday price is $63.,0.640465356393588,4.790828943252559,
668,Christmas Eve price?,Bacchanal Buffet,hiked up the buffet price to $70 per person.,0.6366965519190521,4.790828943252559,
669,Christmas Eve price?,Bacchanal Buffet,What a great way to spend our Christmas Eve.,0.624236071849878,4.790828943252559,
670,Christmas dinner price? Are the lines usually long during the holiday season?,Bacchanal Buffet,buffet hoping it was special since the prices they charged were the holiday prices,0.8149652194496461,4.74305987358093,
671,Christmas dinner price? Are the lines usually long during the holiday season?,Bacchanal Buffet,charging holiday brunch,0.8105812279487321,4.74305987358093,
672,Christmas dinner price? Are the lines usually long during the holiday season?,Bacchanal Buffet,lunch being cheaper,0.8100849131091191,4.74305987358093,
673,Christmas dinner price? Are the lines usually long during the holiday season?,Bacchanal Buffet,We were the transition time between lunch and dinner,0.8064489531206559,4.74305987358093,
674,Christmas dinner price? Are the lines usually long during the holiday season?,Bacchanal Buffet,I would recommend avoiding this buffet during busy holiday season and long weekends,0.793925127389314,4.74305987358093,
675,Corkage fee and limits?,Nora's Italian Cuisine,free with meal,0.48629793232423,2.81588268280029,
676,Corkage fee and limits?,Nora's Italian Cuisine,enough to serve around 12 people,0.379983414730926,2.81588268280029,
677,Corkage fee and limits?,Nora's Italian Cuisine,I rarely ever leave less than 18-20% of the taxed bill,0.370393488360501,2.81588268280029,
678,Corkage fee and limits?,Nora's Italian Cuisine,We'd rather eat at a great local place like this then pay the over-rated and over-priced fees of a lot of the restaurants in Casinos or on the strip,0.36862945605721503,2.81588268280029,
679,Corkage fee and limits?,Nora's Italian Cuisine,Man,0.365762807940222,2.81588268280029,
680,Corkage fee for wine?,Gangnam Asian BBQ Dining,the total was only $37 including tax,0.589850922625992,2.9805729389190696,
681,Corkage fee for wine?,Gangnam Asian BBQ Dining,only half price,0.566258439223453,2.9805729389190696,
682,Corkage fee for wine?,Gangnam Asian BBQ Dining,I pay about 32 bucks tax and tip,0.565425575617455,2.9805729389190696,
683,Corkage fee for wine?,Gangnam Asian BBQ Dining,it's the size of a wine bottle,0.5578485368725289,2.9805729389190696,
684,Corkage fee for wine?,Gangnam Asian BBQ Dining,$125--including tax and gratuity,0.5556073371064421,2.9805729389190696,
