answer,business_name,helpful,question
All this is on the internet.,Bacchanal Buffet - Temporarily Closed,0,"I want go tuesday brunch Buffet 
How much is it?? 
Brunch and dinner plz let me know"
Go on Groupon it's 80$ for two plus including endless Mimosas or drinks of choice!,Bacchanal Buffet - Temporarily Closed,0,"I want go tuesday brunch Buffet 
How much is it?? 
Brunch and dinner plz let me know"
"Good Afternoon, 
You are welcome to bring your own wine but do have a corkage fee. It is $30 for the first 750ml bottle and $50 for every bottle after that. Also $50 for a magnum bottle. 

Cheers!",Mon Ami Gabi,2,"Can I bring my own wine? If yes, how much will I be charged for the corkage fee?"
Sorry I really don't know but I doubt it.,Mon Ami Gabi,1,"Can I bring my own wine? If yes, how much will I be charged for the corkage fee?"
NO! Don't  be a cheap loser.,Mon Ami Gabi,1,"Can I bring my own wine? If yes, how much will I be charged for the corkage fee?"
don't know.  most restaurants will allow with a corkage fee. usually not worth it though,Mon Ami Gabi,1,"Can I bring my own wine? If yes, how much will I be charged for the corkage fee?"
"I agree with the previous answer which is probably not. They do have a great selection of wines at Mon Ami Gabi.  Trust me, we have literally been there about a hundred times and the service is consistently amazing",Mon Ami Gabi,0,"Can I bring my own wine? If yes, how much will I be charged for the corkage fee?"
"Strip Mall parking. Lots around!!!  There's also a hotdog and fried chicken restaurant across from Gangnam. It looked busy.

Good Luck... in Vegas",Gangnam Asian BBQ Dining,1,How is their Parking?
not too bad at all,Gangnam Asian BBQ Dining,1,How is their Parking?
It's strip mall parking. We went on a weekday for lunch. Had no issues with parking.,Gangnam Asian BBQ Dining,1,How is their Parking?
Strip mall parking lot wth ample spots during off peak hours and shortages during peak meal times.,Gangnam Asian BBQ Dining,1,How is their Parking?
Very open and easy. It's also free.,Gangnam Asian BBQ Dining,0,How is their Parking?
King crabs are offered during dinner. I've never been for brunch,Bacchanal Buffet - Temporarily Closed,3,"Do they offer king crabs and if so, when?"
"Yes!!! During dinner time. 

Here's a pro tip: get to the buffet around 3:00-3:30pm or so. You'll pay the lunch price, around 4:00 or so, they start to change out some of the lunch items to dinner items including the king crab legs!!! Score!!

I sent a pic when I went in August.",Bacchanal Buffet - Temporarily Closed,2,"Do they offer king crabs and if so, when?"
"They bring out split legs at three, but not the big king crab legs.",Bacchanal Buffet - Temporarily Closed,1,"Do they offer king crabs and if so, when?"
They have king crab legs mixed with snow crab legs starts at about 3:00pm - 3:30pm until the end of the day. But doing my last visit few months ago at mid-2018. They have 90+% snow crab legs in the mixing crab legs. You can found only a very few king crab legs!,Bacchanal Buffet - Temporarily Closed,1,"Do they offer king crabs and if so, when?"
"Yes, perpetually.",Bacchanal Buffet - Temporarily Closed,0,"Do they offer king crabs and if so, when?"
Depends on the day I've never paid over $100 for any night staying there.,MGM Grand Hotel,0,What rooms are in the 200.00 range?
"Actually, both. There are separate lines in different areas, one for warm snow and king crab legs that a chef serves you and the other has a serve-yourself snow and king crab legs on ice.",The Buffet at Bellagio - Temporarily Closed,5,"Is the King Crab Legs served cold, and can they steam it for you?
thanks... ET"
"My husbands were cold, nice to know they will steam them for you",The Buffet at Bellagio - Temporarily Closed,1,"Is the King Crab Legs served cold, and can they steam it for you?
thanks... ET"
"They are cold, but you can ask them to steam it for you!",The Buffet at Bellagio - Temporarily Closed,1,"Is the King Crab Legs served cold, and can they steam it for you?
thanks... ET"
"Hi, they are definately cold and super small. There's hardly any meat on them. They are not worth the buffet price. I think the picture you saw on yelp where they look huge is pretty old, that is not the size they have there now. Also, I am not sure if they can steam them for you.",The Buffet at Bellagio - Temporarily Closed,2,"Is the King Crab Legs served cold, and can they steam it for you?
thanks... ET"
They can steam it for you! Have fun!,The Buffet at Bellagio - Temporarily Closed,0,"Is the King Crab Legs served cold, and can they steam it for you?
thanks... ET"
Call the location to check this. They would be the best to know.,Lo-Lo's Chicken & Waffles,0,Will you be open on Labor Day September 7 2020?
I don't that answer.,Lo-Lo's Chicken & Waffles,0,Will you be open on Labor Day September 7 2020?
"No.
You could park in Miracle mile shops attached to Planet Hollywood. It's free.
But a bit of a walk. But so is self park at Paris.
I'd just valet",Gordon Ramsay Steak - Temporarily Closed,0,Do they validate parking?
"The weekday brunch is $39.99 per person (adult AND child), non-alcoholic drinks are included with buffet, the all you can drink is specific to alcohol and is an extra charge.",Bacchanal Buffet - Temporarily Closed,5,How much is WEEKDAY BRUNCH (non-holiday) for adult and child? Are non-alcoholic drinks included with buffet purchase? Is the All You Care to Drink Package specifically for alcohol?
I believe they are 24/7 365 but I would call them to be sure,The Peppermill Restaurant & Fireside Lounge,0,What are their holiday hours? Will they be open on Christmas Day?
I just love the place but I am not sure.,The Peppermill Restaurant & Fireside Lounge,0,What are their holiday hours? Will they be open on Christmas Day?
No. No reservations needed to hang out at bar,Eiffel Tower,2,Do we need to make reservation if we want to sit at the bar for drinks and deserts?
Nope,Eiffel Tower,2,Do we need to make reservation if we want to sit at the bar for drinks and deserts?
"No, you do not.",Eiffel Tower,1,Do we need to make reservation if we want to sit at the bar for drinks and deserts?
You do not need reservations at the bar but it is first come first served.,Eiffel Tower,1,Do we need to make reservation if we want to sit at the bar for drinks and deserts?
No reservation for the bar,Eiffel Tower,1,Do we need to make reservation if we want to sit at the bar for drinks and deserts?
"No,  but,  if you gamble at the tables the pit boss will buy your bkfst.  Make sure to get a club card.  He comps the bkfst onto that.","South Point Hotel, Casino & Spa",3,Is the breakfast buffet free for paying guests?
"Nope, it's not like the Suite Inns or those smaller hotels that offer breakfast buffets.","South Point Hotel, Casino & Spa",1,Is the breakfast buffet free for paying guests?
"No, not that I am aware of. The coupon books do help. Having a players reward card helps as well. Ask at the front desk when you check in as to what offers they have.","South Point Hotel, Casino & Spa",1,Is the breakfast buffet free for paying guests?
Nope.,"South Point Hotel, Casino & Spa",1,Is the breakfast buffet free for paying guests?
"No, but you can get a coupon book and get super reduced price","South Point Hotel, Casino & Spa",0,Is the breakfast buffet free for paying guests?
"You could probably read War and Peace, and watch the whole Lord of the Rings trilogy...of course I'm exaggerating but it will feel that long.",Bacchanal Buffet - Temporarily Closed,3,What would the wait for a party of 2 look like on a weekend during peak hours?
"I've been to Bacchanal three times and I've seen different wait times. For breakfast before 10am you're looking about 0-15 min. On a holiday around brunch and later then you're looking at an hour or so; I had to log in my phone number in a kiosk to get a text just to get in line...I paid the extra fee for front of the line on this day. Lastly, in mid-feb, we waited about 30-45 min for dinner.",Bacchanal Buffet - Temporarily Closed,0,What would the wait for a party of 2 look like on a weekend during peak hours?
You need to make advance reservations.,Bacchanal Buffet - Temporarily Closed,0,What would the wait for a party of 2 look like on a weekend during peak hours?
When I went there was no wait in the line. But the dinning room was full so we waited 20 minutes for a party of 2 at noonish. The hostess told us at dinner it can be as much as 2 hours in line just to be seated.,Bacchanal Buffet - Temporarily Closed,0,What would the wait for a party of 2 look like on a weekend during peak hours?
2 to 3 hour wait,Bacchanal Buffet - Temporarily Closed,0,What would the wait for a party of 2 look like on a weekend during peak hours?
"See my post from 6/27, has updated room pics",Hooters Casino Hotel Las Vegas,1,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?
"From pictures I have seen, they are just the same rooms with the wood painted black.",Hooters Casino Hotel Las Vegas,0,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?
yes there are.  And when it is cool outside there are heaters too.,Mon Ami Gabi,1,Are there air coolers for outside dining in the early evening?
"Hi Rand, 
We have small air coolers/misters along the outside patio railing. They are always turned on for hot days and nights in Vegas! 
Thank you!!",Mon Ami Gabi,1,Are there air coolers for outside dining in the early evening?
"YES!  Actually, Mon Ami Gabi has cooling mister devices installed on the outside patio dining area and they work very well.  If you would like to be just a little bit outside, there is a lovely atrium dining area where you can enjoy a view of the strip and the fountain shows of the Bellagio, too. The main dining area is very classy and enjoyable, too!  I love this restaurant so much that I could sit anywhere and be thrilled.  More specific to your question, you will be fine on the outdoor patio.",Mon Ami Gabi,1,Are there air coolers for outside dining in the early evening?
There are propane heating units in cooler months but no misters or other air cooling units in the hottest months,Mon Ami Gabi,0,Are there air coolers for outside dining in the early evening?
"In the Pavilion, not on the Terrace. They do have misters.",Mon Ami Gabi,0,Are there air coolers for outside dining in the early evening?
"Winnie T.,

Wicked Spoon can accommodate almost any allergy if you ask for a manager upon arrival. 

For more information, please contact us directly so we can help at 877.893.2001. We look forward to hearing from you. 

Vanessa",Wicked Spoon,1,Any food allergy menu?
"I do not recall seeing a food allergy menu, but at the stations, it does say what is in each dish.",Wicked Spoon,0,Any food allergy menu?
No only during the week end,Bacchanal Buffet - Temporarily Closed,0,Is king crab available during weekday dinner?
"Weekday Dinner $54.99
(Mon-Thur)

Weekend Dinner $57.99
(Fri-Sun)

website",Bacchanal Buffet - Temporarily Closed,0,How much is dinner buffet?
2 hours is posted but can't imagine they time you,The Buffet At Wynn,3,Is there a time limit for the buffet?
"Yes 2 hrs, but also don't think they time you;)",The Buffet At Wynn,1,Is there a time limit for the buffet?
2 hours but they were very kind to us knowing we had a 9 o'clock show they didn't mind us staying to finish coffee and desert  we did extra tip.,The Buffet At Wynn,1,Is there a time limit for the buffet?
2 hours,The Buffet At Wynn,1,Is there a time limit for the buffet?
"About 30-45 minutes depending on the day. Weekends (Fri-Sun) will be longer, mostly.",The Buffet At Wynn,1,What is the average wait time for lunch at around 10:30 am -11 am?
Best to make a reservation.,The Buffet At Wynn,1,What is the average wait time for lunch at around 10:30 am -11 am?
"In summer , it took us 20 minutes whgile during winter break around 30 minutes or more depend on what day.",The Buffet At Wynn,1,What is the average wait time for lunch at around 10:30 am -11 am?
I guess it depends but I've waited up to a full hour before. It is worth it!,The Buffet At Wynn,1,What is the average wait time for lunch at around 10:30 am -11 am?
"For me it was about 15-20 min. This is a buffet, there are no reservations. Even on the weekend it wasn't long. It does get extremely busy and I know that wait can get up to 30-60 min. Certain days are longer than others and depending on events going on in Vegas. So you never can be to sure.",The Buffet At Wynn,1,What is the average wait time for lunch at around 10:30 am -11 am?
"Hi Jen C.,

Crab legs are served during dinner hours starting at 5PM, Monday-Thursday and 3PM, Friday-Sunday. For any additional questions, please contact Wicked Spoon Buffet directly at 702.698.7870.",Wicked Spoon,23,Do they serve crab legs during brunch?
"If you are looking for Snow crab legs or Alaskan King crab legs, you are out of luck. In a cost-cutting move, they no longer serve them. We ate dinner on Friday and they only served Dungeness and Rock crab...and not even in clusters! SINGLE lil legs...and they were stupid enough to saw into them like they were King crab legs. WTF? Dungeness crab shells are so soft you barely need the crab cracker...by sawing into them, they basically cut the already scrawny legs into two even scrawnier pieces!",Wicked Spoon,23,Do they serve crab legs during brunch?
I was also there for lunch a couple of weeks ago and there were no crab legs. I would have definitely had them.,Wicked Spoon,3,Do they serve crab legs during brunch?
When I went on a weekday for brunch they did not serve crab legs.,Wicked Spoon,1,Do they serve crab legs during brunch?
Nope. Only during dinner.,Wicked Spoon,1,Do they serve crab legs during brunch?
"Weekday Brunch $39.99 Mon.-Fri. 7:30 AM - 3 PM
Weekend Brunch $54.99 Sat.-Sun. 8 AM - 3 PM
Weekday Dinner $54.99 Mon.-Thurs. 3 PM - 10 PM
Weekend Dinner $64.99 Fri.-Sun. 3 PM - 10 PM
All You Can Drink: Draft Beer, House Wine, Mimosas $15",Bacchanal Buffet - Temporarily Closed,6,How much per one?
"Weekday Brunch $39.99 Mon.-Fri. 7:30 AM - 3 PM Weekend Brunch $54.99 Sat.-Sun. 8 AM - 3 PM Weekday Dinner $54.99 Mon.-Thurs. 3 PM - 10 PM Weekend Dinner $64.99 Fri.-Sun. 3 PM - 10 PM All You Can Drink: Draft Beer, House Wine, Mimosas $15

You could also find a groupon for half the price for lunch",Bacchanal Buffet - Temporarily Closed,1,How much per one?
It was $54.99,Bacchanal Buffet - Temporarily Closed,0,How much per one?
Around 55  u is....  it worth it!,Bacchanal Buffet - Temporarily Closed,0,How much per one?
"Bacchanal Buffet does not put a ""tip"" stamp on the receipt. When your receipt is printed the suggested gratuity is at the bottom, but that is it. If you tip a server at the cashier it will show up on your receipt under the tip line. Thank you",Bacchanal Buffet - Temporarily Closed,1,"What does getting a ""TIP"" stamp on the receipt mean?"
"When you pay the tip with the cashier, they should be letting the server know you already tipped.",Bacchanal Buffet - Temporarily Closed,0,"What does getting a ""TIP"" stamp on the receipt mean?"
Did you Pre-pay the tip?,Bacchanal Buffet - Temporarily Closed,0,"What does getting a ""TIP"" stamp on the receipt mean?"
Yep. It's attached to the spa.,The LINQ Hotel & Casino - Temporarily Closed,0,Is there a shower at the gym?
"Usually after 3/3.30pm

I did see today that the crabs legs were out when I visited at 1pm (today, Sunday).",Bacchanal Buffet - Temporarily Closed,1,Do they serve crab legs on their morning/ brunch spread?
It depends on the day....go on a Saturday! Or Sunday,Bacchanal Buffet - Temporarily Closed,0,Do they serve crab legs on their morning/ brunch spread?
"hi, im from mexico, dont know what is halal...sorry",The Buffet At Wynn,0,Is anything halal?
"No, nothing at the buffet is halal.",The Buffet At Wynn,0,Is anything halal?
"I doubt any of the red meats are halal, but there are vegetables and fish which are halal.",The Buffet At Wynn,0,Is anything halal?
"Hi Ellie, Yes, you are welcome to purchase a Lettuce Entertain You gift card online or at any Lettuce location, and it can be used at Mon Ami Gabi Las Vegas.",Mon Ami Gabi,0,Can you buy the gift card at Lettuce Entertain You and use it at the vegas location?
M-F lunch 11am-3pm is $16.99.,Gen Korean BBQ House,0,How much is it to go during lunch?
"Also, lunch on holidays are typically only offered at the dinner price. The only benefit to that is the menu choices are a bit larger and more varied in offerings. 🍚",Gen Korean BBQ House,0,How much is it to go during lunch?
It's less about 17 bucks. Dinner is about 25 I believe.,Gen Korean BBQ House,0,How much is it to go during lunch?
Tent outside of the front of Cesar's Palace,Absinthe,0,Directions to show?
It's right on in front of Caesars'.  Right on the strip and north of the Bellagio.,Absinthe,0,Directions to show?
If you are inside the casino you can go towards the lobby and out the glass doors. Entrance to right (you can see the Tent or around the corner for their box office.),Absinthe,0,Directions to show?
"Caesars Palace - near Hell's Kitchen.
Outdoor tent",Absinthe,0,Directions to show?
Just outside of Caesar's Palace and next to Hell's Kitchen.,Absinthe,0,Directions to show?
It was a good dry champagne. Not sure of name but it was very decent,Bacchanal Buffet - Temporarily Closed,0,Anyone know what kind of Champagne they serve for the bottomless alcohol?
"No, this place isn't for vegans",Secret Pizza,7,Do they have Daiya or vegan cheese?
"Travis J.,

We don’t offer any vegan-friendly ingredients at this time. If you have any other questions, please feel free to give us a call at 702.698.7860.",Secret Pizza,4,Do they have Daiya or vegan cheese?
Their menu is very basic and posted on the wall not listing any vegan options. If it were me I would ask because their pizza is wonderful.,Secret Pizza,2,Do they have Daiya or vegan cheese?
"No, no vegan options.",Secret Pizza,2,Do they have Daiya or vegan cheese?
Nope .,Secret Pizza,1,Do they have Daiya or vegan cheese?
They have pretty much everything except the crab legs.,Studio B Buffet,1,Hi. What types of food are offered during the Monday- Thursday lunch? Prime rib and crab legs?.. Still $16.99? Tks! =)
"Oh it has been some time but it was $16.99, it had all kind of foods fish shrimp poke Prime rib yes but no crab legs. There were good turkey and ham being served by the meat slicer worker. All kind of salad and side options, desert choices were off the chart! At 16.99 it's very satisfying.",Studio B Buffet,1,Hi. What types of food are offered during the Monday- Thursday lunch? Prime rib and crab legs?.. Still $16.99? Tks! =)
"This is a direct quote from my review. If you haven't read my review, you shoud read it. It's accurate and very detail-oriented about M Resort's Studio B Buffet.

""The website indicates that the price for an adult at lunchtime is $16.99, but the cost is closer to $19.00+ including taxes; Nevada State Tax = 8.25%.

There were over 200 selections of food with free beer and wine...""

Unfortnately, I cannot post the food items because there is a character count for answers. Read my review.",Studio B Buffet,0,Hi. What types of food are offered during the Monday- Thursday lunch? Prime rib and crab legs?.. Still $16.99? Tks! =)
no crab legs unfortunately but pretty much everything else.,Studio B Buffet,0,Hi. What types of food are offered during the Monday- Thursday lunch? Prime rib and crab legs?.. Still $16.99? Tks! =)
"No, there is not a dress code. It is casual! *Edit: I see comments about how you can't or shouldn't wear tank tops or shorts. This is not true. When I was there in October, I wore tank tops and shorts both times I ate at Wolfgang.",Wolfgang Puck Bar & Grill,2,Is there a dress code?
"Nope, wear whatever! Most people dining there are dressed casually.",Wolfgang Puck Bar & Grill,1,Is there a dress code?
"We accidently ran into this place after a concert and I had jeans, a nice top, and tennis shoes from walking all day. I felt weird with the tennis shoes, but no stares or questions from staff. Some people dress up super nice  though.",Wolfgang Puck Bar & Grill,1,Is there a dress code?
"It's casual dining within MGM's casino.  I've seen business casual and t-shirt (nothing with lewd or profane sayings) & bermuda shorts dressed men & women.  I wouldn't wear flip flops but if I'm going casual, for Heaven's Sake, please wear closed toe sneakers, running shoes or even casual slip ons",Wolfgang Puck Bar & Grill,1,Is there a dress code?
"This place is for sure 100% casual. I'm sitting in it right now. Not sure where some of these other people who have answered have dined, but shorts, tank tops, flip flops are perfectly acceptable here. This is not like L'Atelier or Fiamma, or one of the other formal, and therefore dressier (with actual dress codes).",Wolfgang Puck Bar & Grill,1,Is there a dress code?
I believe they have a separate party room which you can reserve. The restaurant is very quiet for lunch and livelier at dinner time but certainly not rowdy. I think you and your friends would have a great time there.,Nora's Italian Cuisine,2,Wanted to find out how Nora's is for a group of older couples - perhaps 14 of us? (60's - 70's) Are there some quieter areas of the restaurant?
"There are some private areas that could hold a group that size, but book it in advance and remember, you'll be the noisy group!",Nora's Italian Cuisine,2,Wanted to find out how Nora's is for a group of older couples - perhaps 14 of us? (60's - 70's) Are there some quieter areas of the restaurant?
"Yes, but you Definitely must make a Reservation. They have a Private room to the left of the entrance. Nora's is Always packed @ Dinner time.It is too Cold to sit outside now. Don't know about Lunch. I'd call.",Nora's Italian Cuisine,2,Wanted to find out how Nora's is for a group of older couples - perhaps 14 of us? (60's - 70's) Are there some quieter areas of the restaurant?
That private room is small I think. It’s always loud at Nora,Nora's Italian Cuisine,1,Wanted to find out how Nora's is for a group of older couples - perhaps 14 of us? (60's - 70's) Are there some quieter areas of the restaurant?
Yes definitely! I had a group of 10 and we had a private room by the entrance. Perfect,Nora's Italian Cuisine,1,Wanted to find out how Nora's is for a group of older couples - perhaps 14 of us? (60's - 70's) Are there some quieter areas of the restaurant?
"Any seats are good, but the seats up front are the best.",Absinthe,2,Are the seats good anywhere in the tent? Looking at seating in the Green Fairy Gallery area. Thanks!
"The theatre is so small you can sit anywhere and the seats are great. If you sit right up front, be prepared to get picked on and wet!",Absinthe,2,Are the seats good anywhere in the tent? Looking at seating in the Green Fairy Gallery area. Thanks!
"Any seat is good! I liked the middle area which was the green fairy gallery. I wish I'd sat closer but be prepared to maybe be a target for their act! It's all fun though, can be a little mean you just gotta remember it's part of the act.",Absinthe,2,Are the seats good anywhere in the tent? Looking at seating in the Green Fairy Gallery area. Thanks!
"Yes, the venue is small. We sat in the middle and enjoyed the show. Be prepared for crass, inappropriate sexual humor. Very good show though!",Absinthe,2,Are the seats good anywhere in the tent? Looking at seating in the Green Fairy Gallery area. Thanks!
Yes! Anywhere in tent is good as the stage is raised but I sat in 3rd row so close enough to get wet!,Absinthe,2,Are the seats good anywhere in the tent? Looking at seating in the Green Fairy Gallery area. Thanks!
"Ji, Thanks for asking, We have many diverse options and yes Crablegs are among them. No fancier items are not offered at the later brunch, not even more options, we couldn't fit them in. The Bacchanal is proud to be extremely diverse all the time. Items change on a minutes notice but all items are ""Fancy"" and special. If there is something that you would like and we have it available then any of our renowned Chefs will prepare it for you. Please ask for myself or any of our team to help you. Remember at Caesars you the Guest rules. My personal email is wdaughters@caesars.com Please come in and Welcome to the Empire.",Bacchanal Buffet - Temporarily Closed,2,"Does the ""early bird brunch"" offer crab legs/short ribs (i.e., fancier stuff that are offered for regular brunch and dinner)?"
We did have a fridge (in the cabinet under the tv) in the Jubilee Rooms - room 5719.  I think when you check in you can request a room with a fridge but ask for the highest floor they have if you're in Jubilee because the noise is terrible on the lower floors.,Bally's Las Vegas Hotel & Casino - Temporarily Closed,9,Does the rooms have mini fridge?
All the ones I've stayed in have had one,Bally's Las Vegas Hotel & Casino - Temporarily Closed,2,Does the rooms have mini fridge?
No,Bally's Las Vegas Hotel & Casino - Temporarily Closed,2,Does the rooms have mini fridge?
"If you get the julibee room they provide a mini fridge, But the regular rooms do not. If you request one, they will charge you $10 a day for a mini fridge",Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Does the rooms have mini fridge?
"All of the Jubliee rooms have a fridge. Been here 6 times and I always request the Jubliee rooms.
Good AC and clean.",Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Does the rooms have mini fridge?
They are served everyday.,Bacchanal Buffet - Temporarily Closed,0,When are the crab legs severed? Are they served on lunch weekdays?
We serve a mix of Snow and King Crab legs for dinner 7 days a week and for brunch on the weekends. We currently serve Jonah Crab and Dungeness Crab claws and clusters for brunch and dinner 7 days a week.,Bacchanal Buffet - Temporarily Closed,0,When are the crab legs severed? Are they served on lunch weekdays?
"No... come as you like. However, I'm sure there is a code of conduct that includes clothing with offensive language.",High Roller - Temporarily Closed,2,Is there a dress code?
No you can wear what you want,High Roller - Temporarily Closed,1,Is there a dress code?
"Nope - you had super fancy, to shorts & Ts (and even less ;)  )",High Roller - Temporarily Closed,1,Is there a dress code?
None whatsoever! They do take your picture prior to boarding.,High Roller - Temporarily Closed,0,Is there a dress code?
Sure isn’t,High Roller - Temporarily Closed,0,Is there a dress code?
You still have to pay the per person price. It is not $45 for the group.,High Roller - Temporarily Closed,1,If there's a group of 10 or more at night and we want the open bar is it $45 per person or per group?
It's per person,High Roller - Temporarily Closed,1,If there's a group of 10 or more at night and we want the open bar is it $45 per person or per group?
It is not per group. It's definitely per person.,High Roller - Temporarily Closed,1,If there's a group of 10 or more at night and we want the open bar is it $45 per person or per group?
When I got the groupon it was for 2 people. So U would have to buy 5 & I want to say that's about what one box can hold,High Roller - Temporarily Closed,0,If there's a group of 10 or more at night and we want the open bar is it $45 per person or per group?
"Not to sure,prices seem to change for large groups. Have fun. You'll enjoy it very much.",High Roller - Temporarily Closed,0,If there's a group of 10 or more at night and we want the open bar is it $45 per person or per group?
Yes you can,MGM Grand Hotel,1,Can you bring your own tubes for lazy river?
Usually 1 hour for evening time.,Lotus of Siam,2,What's the wait time on a Tues or Weds early evening? Lunch?
"if you come about 20-30 minutes before they open, then you get seated right before they open! Sometimes, they fill up on reservations.",Lotus of Siam,1,What's the wait time on a Tues or Weds early evening? Lunch?
"It really depends on the situation. One time they said the wait was 45mins-1hr but I only waited about 20mins. Another time, I made a reservation through their website, and was seen in no time. However, my most recent encounter, they didn't accept reservations at all... If you're in a rush, make a reservation online or call in! :)",Lotus of Siam,0,What's the wait time on a Tues or Weds early evening? Lunch?
Yes! And to the airport- I think it's every hour or every 30 minutes- just checking at the desk and they give you a ticket- it drops off at the mall on the strip - it's about a 20 minute drive,Red Rock Casino Resort And Spa - Temporarily Closed,2,Is there free shuttle service to the trip? If so from what times do they operate?
Yes! There's a schedule on their website I think,Red Rock Casino Resort And Spa - Temporarily Closed,1,Is there free shuttle service to the trip? If so from what times do they operate?
"They do at certain hour, better call 702-797-7777 to find out",Red Rock Casino Resort And Spa - Temporarily Closed,2,Is there free shuttle service to the trip? If so from what times do they operate?
Please call them to make sure.  Ask where to meet the pickup as well if they do.,Red Rock Casino Resort And Spa - Temporarily Closed,0,Is there free shuttle service to the trip? If so from what times do they operate?
"Don't know for sure, but most hotels do offer some type of shuttle service.  Call 702-797-7777. the operator will know for sure.",Red Rock Casino Resort And Spa - Temporarily Closed,0,Is there free shuttle service to the trip? If so from what times do they operate?
"Parties of 14 or more can book a reservation through Caesars Palace Group Sales Department, but we do not take reservations for smaller groups.",Bacchanal Buffet - Temporarily Closed,1,Is there any way to rsvp?
"No, it isn't",Gangnam Asian BBQ Dining,1,Is it All You Can Eat?
No is not all you can eat.,Gangnam Asian BBQ Dining,1,Is it All You Can Eat?
"No, they don't do all you can eat.",Gangnam Asian BBQ Dining,1,Is it All You Can Eat?
"No, but they have large meals for two which is basically all you can possibly eat in one sitting for like $40ish",Gangnam Asian BBQ Dining,0,Is it All You Can Eat?
No. U order certain bulk items and they’re proportioned per person. Like if u order for 3 people... they give u enough per item to feed 3 people ect. Hope that makes sense,Gangnam Asian BBQ Dining,0,Is it All You Can Eat?
They have a large seafood selection and a salad bar; and vegetable selections.  I always hesitate to say yes or no because no two vegetarians are alike.  In my opinion a vegetarian will find enough of a dining selection to be satisfied.,Bacchanal Buffet - Temporarily Closed,0,Is there a significant amount vegetarian options?
"This is a seafood extravaganza. They do have vegetables, but I'd just go somewhere else and not waste your money.",Bacchanal Buffet - Temporarily Closed,0,Is there a significant amount vegetarian options?
It's a buffet,Bacchanal Buffet - Temporarily Closed,0,Is there a significant amount vegetarian options?
I was just there last weekend and the parking lot attendant guy with a vest was handing out tickets at 9:00am. I was first in line and got the first ticket. They said they use to give out tickets only in the summer time since it's real hot outside but now they give out tickets all year long.,Little Miss BBQ,26,What time do they put out the tickets for the line?
"Hi Dakota, 

My dad Denny is typically in the parking lot Thur-Sat. He is the only one that hands out tickets and he usually shows up around 9:30. The lineup normally happens at 10:30 if tickets were handed out that day. We do not like people showing up right before we open with a ticket right before we open since it isn’t meant to be a reservation system and it only upsets others in line.   

Thanks!

Scott",Little Miss BBQ,13,What time do they put out the tickets for the line?
"We got there at 9AM and we were third in line.  Apparently the guy in the front was there waiting for them at 6AM.  Between 9:30AM and 11:00AM, the line gets really long.  I feel like 9AM is reasonable.  You'll guarentee yourself a front spot in line without the ridiculousness of being there at 6AM.  If I were going there today, I would go at 9AM.",Little Miss BBQ,10,What time do they put out the tickets for the line?
I was there by 10:00 and they had already been giving out tickets.  There was about 50-70 people ahead of me who already received tickets.,Little Miss BBQ,8,What time do they put out the tickets for the line?
People start standing in line around 10:30-11:00 Tuesday - Thursday may wait 20-40 min. Friday and Saturday get there earlier doors open 11:00am on all days,Little Miss BBQ,6,What time do they put out the tickets for the line?
Not that I know of.  Only daily specials for dining.,Mon Ami Gabi,1,Is there a happy hour?
"No. Same basic menu except brunch. Always busy, they don't need to run specials.",Mon Ami Gabi,1,Is there a happy hour?
No happy hour,Mon Ami Gabi,1,Is there a happy hour?
not sure,Mon Ami Gabi,0,Is there a happy hour?
"Honestly it's not that kind of place, it's a relatively small bistro.  I am grateful they do not have one.",Mon Ami Gabi,0,Is there a happy hour?
Yes,Bacchanal Buffet - Temporarily Closed,0,Do they offer king crab on weekdays?
I would just call and inform them and then ask what they have. I'm sure you thought about that sorry I wasn't any help. You can also set up ahead of time so that the waiter has a table setup for the birthday celebration.,Mon Ami Gabi,2,"Hi, are there any special desserts for a birthday celebration?"
"Hi Diana!
tell you waiter you are celebrating a birthday. they offer a puff pastry with vanilla ice cream and chocolate sauce with a candle :)",Mon Ami Gabi,1,"Hi, are there any special desserts for a birthday celebration?"
"Hi Diana,

Thanks for reaching out! You can read our dessert menu on our website at monamigabi.com.

Hope that helps!",Mon Ami Gabi,0,"Hi, are there any special desserts for a birthday celebration?"
"Bananas Foster is their most crowd-pleasing dessert in my experience, but the Creme Brûlée is my lifetime fave!",Mon Ami Gabi,0,"Hi, are there any special desserts for a birthday celebration?"
"Hello Tiffany, 
We do not accept reservations at The Buffet as all seating is on a first-come, first-serve basis. Thank you.",The Buffet At Wynn,0,Do you take reservations?
"Personally I believe you get the most value out of brunch. Going an hour or few minutes before they switch over to dinner prices is best. That way, you get charged for brunch price while have the option to eat lunch items.",Wicked Spoon,16,Which is better? Brunch or Dinner? Will be there on a weekday in September and this is on my must do list!
Personally I tried both and preferred brunch.. nearly the same entrees served.,Wicked Spoon,3,Which is better? Brunch or Dinner? Will be there on a weekday in September and this is on my must do list!
"Brunch is your best bet. Especially during the weekend, you get a bit of both!",Wicked Spoon,3,Which is better? Brunch or Dinner? Will be there on a weekday in September and this is on my must do list!
