answer,business_name,helpful,question
"If you cancel with this much notice, no you won't be charged.",Eiffel Tower,0,"I have a reservation in September for 2, if i cancel it will i be charged?"
"Jubilee Rooms do, we rented 3 all together and it over looked the Bellagio Fountains and Eiffel Tower",Bally's Las Vegas Hotel & Casino - Temporarily Closed,2,Does the resort room have a strip view?
"Yes, but you need to ask the Reservation Dept BUT THERE IS NO EXTRA PAY TO GET THE ROOM WITH STRIP VIEW.  For sure, why dont you ask for JUBILEE TOWER.  Rates are the same.",Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Does the resort room have a strip view?
"Yes. Some of them do, be sure to ask when reserving your room.",Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Does the resort room have a strip view?
Ask them for a strip view. It may cost more but get what  you want and enjoy it.,Bally's Las Vegas Hotel & Casino - Temporarily Closed,0,Does the resort room have a strip view?
You specifically need to have it noted on your reservation.,Bally's Las Vegas Hotel & Casino - Temporarily Closed,0,Does the resort room have a strip view?
Rideshare,The LINQ Hotel & Casino - Temporarily Closed,0,What is the best way to get to the Linq from the airport? Do they have a shuttle?
"We took a taxi 
There was a lot of construction going in between the garages. This was three best way to navigate",The LINQ Hotel & Casino - Temporarily Closed,0,What is the best way to get to the Linq from the airport? Do they have a shuttle?
"Yes it would be. It's a very nice restaurant in a nice hotel. Some people dress really nice and some just dress normal. It's not an everyday kinda restaurant, not super fancy but really nice .. it's a lil upscale I would say.",Mesa Grill - Temporarily Closed,6,I'm seeing the website says business casual but some reviews are showing casual. Would this be a fun place for a girls night dinner to dress up cute and head to a nice meal?
You see all kinds outfits.  I think you'd really enjoy a meal there with girlfriends and dressing up cute would be perfect.,Mesa Grill - Temporarily Closed,2,I'm seeing the website says business casual but some reviews are showing casual. Would this be a fun place for a girls night dinner to dress up cute and head to a nice meal?
"Sure.  Dress up or down - - its Vegas!  Just a quick note - -  if you can arrive before 6:00 pm on most nights, you won't need a reservation.  After that, definitely get a reservation.  For a group, you definitely have to start by having everybody try various appetizers and the fantastic margaritas.  The shrimp tamale is a must!  Never had a bad dish here -  -  have a great time!",Mesa Grill - Temporarily Closed,2,I'm seeing the website says business casual but some reviews are showing casual. Would this be a fun place for a girls night dinner to dress up cute and head to a nice meal?
"The restaurant is pretty casual, but they will stop by your table and ask you to remove your hat while you dine.",Mesa Grill - Temporarily Closed,1,I'm seeing the website says business casual but some reviews are showing casual. Would this be a fun place for a girls night dinner to dress up cute and head to a nice meal?
"I have seen people dress all kinds, some get dressy, some are casual. It would def be a fun place for girls night dinner!",Mesa Grill - Temporarily Closed,0,I'm seeing the website says business casual but some reviews are showing casual. Would this be a fun place for a girls night dinner to dress up cute and head to a nice meal?
"Hello Donald,
I hope my response is not too late. I did the bundle and the price was great however the food was poor. I was very disappointed because the Wynn hotel has such high standards. When the entrees were poor and desserts were tasteless or too salty it was a deal breaker.",The Buffet At Wynn,1,"Hi guys, can I have some suggestions on the bundle with the show or the buffet only? Thanks!"
"If you are a Wynn Insider (sign up on their website) they have a promo right now where you get 2 free buffets each night of your stay. Not exactly an answer to your question, but if you haven't booked yet, could save you some money!",The Buffet At Wynn,1,"Hi guys, can I have some suggestions on the bundle with the show or the buffet only? Thanks!"
"Hi Donald,
Please forgive me for just responding to your question. My email was down.  I hope you got good answer and found what you needed. 

I've only done buffet so far and we thoroughly enjoyed.",The Buffet At Wynn,1,"Hi guys, can I have some suggestions on the bundle with the show or the buffet only? Thanks!"
See a show separately from a buffet because you never know how long you are going to have to stand in line for the buffet.,The Buffet At Wynn,1,"Hi guys, can I have some suggestions on the bundle with the show or the buffet only? Thanks!"
11:00-10:00 pm,Nora's Italian Cuisine,0,Hours of operation?
"Sunday - Thursday 10 PM
Saturday, Sunday.    11 pm",Nora's Italian Cuisine,0,Hours of operation?
Check their Yelp page!,Nora's Italian Cuisine,0,Hours of operation?
"It's 24/7. Some of the stores and restaurants close, but only for a little bit.",Fremont Street Experience,1,What time fremont experience close?
The bands stop playing between 2/3 am. But Fremont street is 24/7.,Fremont Street Experience,1,What time fremont experience close?
Never!!!,Fremont Street Experience,0,What time fremont experience close?
"No they don't, but they have bunch of other fresh seafood to try!",Bacchanal Buffet - Temporarily Closed,0,Heading to Vegas for spring break. Do you have lobster on your menu?
"I have tried since I had my room already comped through myvegas. The girl got us floor 38, but really not worth it because the view is not overlooking the strip.",The Signature at MGM Grand,1,Has anyone tried the $20 sandwich trick here? Any success?
Yes,Four Peaks Brewing,0,Are any of the beers gluten free?
I think so,Four Peaks Brewing,0,Are any of the beers gluten free?
It goes so slow you don’t even know you’re moving. I can’t picture anyone getting motion sickness from it...,High Roller - Temporarily Closed,3,Has anyone experienced motion sickness from this ride?
"No, I'm very prone to motion sickness and I had none whatever so ever. It does not move fast enough, thankfully lol",High Roller - Temporarily Closed,3,Has anyone experienced motion sickness from this ride?
Me and wife did not and I hate riding a boat in the ocean. It moves way to slow and no back and forth motion!!,High Roller - Temporarily Closed,3,Has anyone experienced motion sickness from this ride?
It moves extremely slowly that you feel rather stable the whole time. Some folks that are afraid of heights might feel weird though.,High Roller - Temporarily Closed,2,Has anyone experienced motion sickness from this ride?
I'd be surprised -- it's really slow,High Roller - Temporarily Closed,2,Has anyone experienced motion sickness from this ride?
"Our full menu, both food and beverage, is available on our rooftop as well.",Carson Kitchen,0,Is there a food menu for the outside roof top bar area or is it strictly a bar for drinks?
"Hi Kylie H.,

Estimated wait times may vary, however, it can take up to 2-3 hours depending on peak business hours. To expedite the queue time, VIP entry is available for a fee of $25/person. For more information, please contact Wicked Spoon at 877.893.2001 or visit our website: http://bit.ly/2rnkNAx",Wicked Spoon,1,What is the estimated wait time on Thanksgiving?
"Make your reservation and go enjoy your special event.  As long as you dress properly and pay, your age shouldn't matter.  But if you want to be sure, check when you call in your reservation.  Make sure to let them know that you're there for a celebration.  Have fun!",Eiffel Tower,2,"Is there an age limit here or can I go (I'm 16) without an adult? Also, do they accept payment in cash or should it be with a card?  (Yes, I'm going there to eat. I'm 16 but I have some money saved up to celebrate an event there) .?"
Hi! You can go. Card or cash! As long as the card is in your name !,Eiffel Tower,1,"Is there an age limit here or can I go (I'm 16) without an adult? Also, do they accept payment in cash or should it be with a card?  (Yes, I'm going there to eat. I'm 16 but I have some money saved up to celebrate an event there) .?"
You can stay there. Pay with a credit card. You can't drink or gamble because your not 21,Eiffel Tower,1,"Is there an age limit here or can I go (I'm 16) without an adult? Also, do they accept payment in cash or should it be with a card?  (Yes, I'm going there to eat. I'm 16 but I have some money saved up to celebrate an event there) .?"
You can go.  While we were there there were some teens having dinner.  They looked like they were going to a dance like prom.  Cash or credit should work.,Eiffel Tower,1,"Is there an age limit here or can I go (I'm 16) without an adult? Also, do they accept payment in cash or should it be with a card?  (Yes, I'm going there to eat. I'm 16 but I have some money saved up to celebrate an event there) .?"
You can go and you can pay cash.,Eiffel Tower,1,"Is there an age limit here or can I go (I'm 16) without an adult? Also, do they accept payment in cash or should it be with a card?  (Yes, I'm going there to eat. I'm 16 but I have some money saved up to celebrate an event there) .?"
"We usually have both French and chocolate dipped coconut macaroons, but I can't say ""always"". Our menu is constantly evolving. Our pastry chef my pull the macaroons for a shift or a day to try something else. We may have a run on them and run out, and replace them with something else. We could pull them for a holiday weekend to make room for a special item. If this is really a make or break item for you, we'd be happy to check before you pay to get in.",Bacchanal Buffet - Temporarily Closed,1,Do they always have macaroons at bacchanal?
I've been to Bacchanal about five times in the past two years and they have always had macaroons on the dessert table.,Bacchanal Buffet - Temporarily Closed,0,Do they always have macaroons at bacchanal?
Check out my review. You can get a window table guarantee on open table app if you book for a 430 seating. This was the best meal we have ever had. We chose the chefs menu at $149 per person and had 5 STAR SERVICE and a view of the fountain show. Please send me a note if you went or want more info. We will never ever forget our wonderful experience here. We even had the opportunity to meet the chef and get pictures taken with him. Well worth the price. We are not wealthy by any means but the money spent was well worth it for our memories alone. Please drop me a note if you have any questions or to share your experience. Cheers!,Eiffel Tower,3,Can you request a window table?
Yes you can,Eiffel Tower,1,Can you request a window table?
"There really no ""window"" tables at Gordon Ramsey's Pub. Your looking over the Casino",Eiffel Tower,0,Can you request a window table?
Yes you should be fine if you wear boots.,Gordon Ramsay Steak - Temporarily Closed,0,It's going to rain in Vegas for the thanksgiving holiday. Can I wear rain boots without getting scowled at?
You'd get scowled at. Nobody wears rain boots in the desert.,Gordon Ramsay Steak - Temporarily Closed,0,It's going to rain in Vegas for the thanksgiving holiday. Can I wear rain boots without getting scowled at?
"Yes I'm sure you can, I was in there with shorts and a t shirt in the summer. The food with yummy 😋",Gordon Ramsay Steak - Temporarily Closed,0,It's going to rain in Vegas for the thanksgiving holiday. Can I wear rain boots without getting scowled at?
"Yes, they didn't seem all too particular about clothing.",Gordon Ramsay Steak - Temporarily Closed,0,It's going to rain in Vegas for the thanksgiving holiday. Can I wear rain boots without getting scowled at?
"Yes they do except walk ins, we were a party of 2 so we opted to seat right away at the bar area. If we waited for the dining area our wait time would be about 45 minutes . If you have more than party of 2 , I suggest you make a reservation. I recall at the bar the most people I saw seated  was 3 in a small table seating.",Gordon Ramsay Steak - Temporarily Closed,2,Do they accept walk-ins? Is there dining at the bar?
Yes and Yes! We ate the bar a couple times during our last trip (full menu and a bar menu).,Gordon Ramsay Steak - Temporarily Closed,1,Do they accept walk-ins? Is there dining at the bar?
I agree with Ryan B! The place was fully booked when we arrived but we only waited 10 minutes to be seated at the bar.,Gordon Ramsay Steak - Temporarily Closed,1,Do they accept walk-ins? Is there dining at the bar?
Yes they do accept walk-ins but it's best to make reservations. You can also sit and dine at the bar as well. With out reservations there might be a long wait depending how many are in your group.,Gordon Ramsay Steak - Temporarily Closed,1,Do they accept walk-ins? Is there dining at the bar?
Yes and yes,Gordon Ramsay Steak - Temporarily Closed,1,Do they accept walk-ins? Is there dining at the bar?
Because you have an allergy you need to ask on particular menu items.  The owners are Korean and most korean restaurants do not use refined MSG in there foods anymore. (Some did about 25years ago).   But a comment for you is what about natural msg.  You may know that it is naturally found in seaweed and nori products.   Which is a bigger issue if you have allergies.  The white crystal form such as found in accent or other brands bothers me also but the natural occurring does not.  Just some thoughts.,Gangnam Asian BBQ Dining,2,Do they use MSG when preparing foods? I am allergic.
"You're not allergic. Tldr; there's msg in the food here. There is msg in all food and in your body. I'm a nurse and get this question often. 
----

Natural glutamates are found in all kinds of foods. If you were breast fed you consumed really high levels of msg as a baby. 

Also- it's an amino acid that naturally occurs in your body. You make msg all day everyday.  Four pounds of naturally occurring glutamate are found in muscles, in the brain, in kidneys, in the liver and in other organs and tissues.

The average adult consumes about 13 grams of glutamate each day from the protein in food, while intake of added MSG is around 1/2 gram. 

Foods with msg that aren't Asian:
Potato chips, frozen dinners, cold cuts, gravies, ranch dressing, salty flavored snacks, potatoes, broth, stock, peas, tomatoes and tomato juice, mushrooms, grapes, grape juice, and Parmesan cheese. 

You may have a sensitivity to something else; but it is not msg. It is impossible to avoid it.",Gangnam Asian BBQ Dining,1,Do they use MSG when preparing foods? I am allergic.
We are allergic to MSG as well.  Makes us sleepy for some reason.  Could not feel that effect after eating at Gangnam.  Don't take my experience as gospel.  Best to ask.,Gangnam Asian BBQ Dining,1,Do they use MSG when preparing foods? I am allergic.
We do offer Prime Rib and Jonah Crab on weekday brunches. Jonah Crab looks similar to Stone Crab.,Bacchanal Buffet - Temporarily Closed,0,Does anyone know if they have prime rib and stone crab for lunch or brunch on week days ? we are coming tomorrow there . Thanks
You can do debit or credit card when you check in. Either way its a hold on your card for X amount of dollars. Credit is better because you dont owe it untill you check out. Debit will withdraw the funds from your bank and then you have to wait after,The LINQ Hotel & Casino - Temporarily Closed,0,Do you pay resort fee at check-in or check-out? Does it have to be on a credit card or can it go on a debit card or cash instead?
"Yes, as of March 2017 for the evening buffet.",The Buffet at Bellagio - Temporarily Closed,2,Does Belligo buffet have prime rib?
"Yes, just not for breakfast.",The Buffet at Bellagio - Temporarily Closed,1,Does Belligo buffet have prime rib?
"As of June 2017, they have prime rib for brunch and dinner.",The Buffet at Bellagio - Temporarily Closed,0,Does Belligo buffet have prime rib?
"Hi there, we will be serving our normal à la carte menu on Christmas Eve and Christmas! Reservations are available via monamigabi.com or by calling 702-944-4224.",Mon Ami Gabi,0,"Hi, do you have the same menu for Christmas eve dinner? If not, which is the menu, and how much it will cost? Do you have reservations?"
It is made of beef broth.,Pho Kim Long,1,Is the Seafood Pho made with seafood broth or chicken/beef broth? I realize traditionally it's made with beef- but what  about this restaurant in particular?
"Most traditional pho broth will be made out of beef,
Chicken or a combination of both. Seafood pho just means that you get seafood as toppings instead of meat.",Pho Kim Long,1,Is the Seafood Pho made with seafood broth or chicken/beef broth? I realize traditionally it's made with beef- but what  about this restaurant in particular?
I believe beef and chicken,Pho Kim Long,0,Is the Seafood Pho made with seafood broth or chicken/beef broth? I realize traditionally it's made with beef- but what  about this restaurant in particular?
"Wide range - some people really casual, and others a little bit nicer. Generally dinner is when most people dress up a little bit - maybe a button up shirt, or blouse, and close toed shoes.",Mon Ami Gabi,4,What's the dress attire like?
I came for my birthday for dinner and we all dressed up! Dresses and ties. But I saw people dressing casual too! So anything ya want!,Mon Ami Gabi,3,What's the dress attire like?
"Saw a mix, it's vegas.  I wore a golf polo with shorts.  Large table next to us looked to be a business group so they were dressed more formal.",Mon Ami Gabi,2,What's the dress attire like?
Definitely casual.,Mon Ami Gabi,1,What's the dress attire like?
"Casual, but atmosphere calls for nice attire.",Mon Ami Gabi,1,What's the dress attire like?
"Brunch: $39.99, Monday - Friday; $49.99, Saturday - Sunday
Dinner: $54.99, Monday - Thursday; $57.99, Friday - Sunday",Bacchanal Buffet - Temporarily Closed,2,How much is the weekend dinner buffet?
"Weekend dinner price is $57.99, not much more than the $54.99 Monday- Thursday. Totally worth it, but make sure you get there early due to it being a lot busier Friday-Sunday.",Bacchanal Buffet - Temporarily Closed,1,How much is the weekend dinner buffet?
$57.99,Bacchanal Buffet - Temporarily Closed,0,How much is the weekend dinner buffet?
"No, no bars on the strip are unless you’re downtown.",HEXX kitchen + bar,1,Is the patio pet friendly?
Unfortunately Hexx does not allow pets on the patio unless they are certified service animals.,HEXX kitchen + bar,0,Is the patio pet friendly?
"I don't believe so, but I couldn't locate anything posted on their site.  You should probably call the restaurant directly to avoid being turned away.  Good luck!",HEXX kitchen + bar,0,Is the patio pet friendly?
Bottomless mimosas are available daily during brunch. (Last pour at 2pm),HEXX kitchen + bar,0,It there a bottomless brunch option?
Bottomless mimosas but not food,HEXX kitchen + bar,0,It there a bottomless brunch option?
"This is actually one of the better bottomless brunches we came across on the Strip. Not as expensive as some, good quality mimosas (not too watered down), and truly bottomless service. I couldn't tell you how many glasses I had because mine always was full. Johannah was our server and she was awesome.",HEXX kitchen + bar,0,It there a bottomless brunch option?
Yes there is!,HEXX kitchen + bar,0,It there a bottomless brunch option?
"No, it's not a buffet.  They have a menu.  Only the mimosas are ""bottomless"".",HEXX kitchen + bar,0,It there a bottomless brunch option?
"Yes, the crab legs are the highlight of the seafood. They are available hot or cold and cut open so ready to eat.",Studio B Buffet,1,What food is offered for Christmas buffet? Any seafood?
"The Thanksgiving buffet included oysters, shrimp, crabs, etc. and I imagine the Christmas buffet will have a similar menu",Studio B Buffet,1,What food is offered for Christmas buffet? Any seafood?
Yes likely as it is their premium servings amongst the various ethnic foods.,Studio B Buffet,1,What food is offered for Christmas buffet? Any seafood?
Top of the tower and you do not have to pay to take the elevator to the restaurant.,Eiffel Tower,0,Where is the restaurant? Do you have to pay to take the elevator in order to get to the restaurant?
"Yes, big patio area.",Four Peaks Brewing,0,Is it dog friendly?
"It's a buffet restaurant and they do not monitor the amount of food that you are taking, so you will most likely be charged the adult rate. They have an excellent salad bar though!  Hopefully you'll be able to keep to your calorie limit there :)",Wicked Spoon,0,"I'm headed here with a group but I've been on a meal replacement diet and literally cannot eat very much in a sitting, like 300 calories. Does anyone know if they will allow me to get a kids plate?"
"Yah good luck with the calorie limitations, they're just gonna charge you full price.  Unless you wanna just sneak in with your group and not eat.  Haha",Wicked Spoon,0,"I'm headed here with a group but I've been on a meal replacement diet and literally cannot eat very much in a sitting, like 300 calories. Does anyone know if they will allow me to get a kids plate?"
Call 1-702-797-1000 and inquire with them directly :-),Studio B Buffet,0,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?
I suggest calling Studio B directly.,Studio B Buffet,0,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?
On previous visits I remember while waiting in line that there was a group of at least 10 people that was set to the side to be seated and it could've been more people. Best way is to call Studio B,Studio B Buffet,0,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?
"Me and my family are there, we were a group of 13. They put us at 2 tables near each other. They'd probably do the same for 20. We didn't have a reservation, we waited about 15 mins on a weekday which is reasonable. Best bet is to call them.",Studio B Buffet,0,Can I reserve for a party of 20 for Saturday night dinner and who do I contact?
"Well it depends what u get & how hungry u are... 
But it's Strip pricing cuz it's the view, the ambiance, the cost of being @ the Paris...etc.  My bkfst for 2 was $68 incl tax & tip with no alcohol or drink of any kind or juice (filtered Las Vegas tap water).  I did have leftovers tho which I took home & ate [yum].",HEXX kitchen + bar,2,How much are the breakfast's?
I'd budget $35/head - on the low side without drinks.,HEXX kitchen + bar,1,How much are the breakfast's?
Varies anywhere between $11-25 depending on the dish,HEXX kitchen + bar,1,How much are the breakfast's?
It depends on what you order.  I believe most menu selections were priced between $8-14.,HEXX kitchen + bar,0,How much are the breakfast's?
"Crosbie C.,

Happy to help. For children between the ages of 5-10, brunch will be $16 and dinner will be $20. Likewise, for more information on hours and pricing, please visit: http://bit.ly/2nhvd4i or feel free to reach out with any other questions. 

We hope to see you all here soon.

Vanessa",Wicked Spoon,0,How much for children?
$16,Wicked Spoon,0,How much for children?
Your best best is to call (877) 893-2001,Wicked Spoon,0,How much for children?
"Hello Ashley, On Thanksgiving Day, we will be offering two special menus for our brunch and dinner servings. Our gourmet brunch will be served from 7:30 am to 1:00 pm and will be offered at $48.99 + tax per person. Our Thanksgiving Day gourmet dinner menu will be served from 1:00 pm to 10:00 pm and is offered at $58.99 + tax per person. Some special brunch items will include a made-to-order pancake station, brioche French toast with pumpkin Créme Anglaise, and brown sugar glazed bone-in holiday ham. Specialty dinner items will include turkey roulade, herb rubbed rack of lamb, and Mediterranean fare such as ricotta stuffed rigatoni with squash and sage. Thank you for your inquiry and we hope to welcome you soon.",The Buffet At Wynn,4,Going for thanskgiving this year any tips?
Around Thanksgiving time all the Strip buffets will jack up the prices and the wait time will be horrendous.,The Buffet At Wynn,2,Going for thanskgiving this year any tips?
Go late for lunch and enjoy dinner selection with much more variety.,The Buffet At Wynn,0,Going for thanskgiving this year any tips?
Tank top for guys is not allowed.,The Buffet At Wynn,0,Going for thanskgiving this year any tips?
The people that recommended this buffet said they eat thanksgiving here every year.  Might call and see if it has reservations,The Buffet At Wynn,0,Going for thanskgiving this year any tips?
"Yes, just call to make one.",Ichiza,2,Do they take reservations?
"Yes, they take reservations by phone.  I always make reservations because the restaurant fills up quickly.",Ichiza,0,Do they take reservations?
"Yes, both for dinner!",The Buffet at Bellagio - Temporarily Closed,0,Do they have king crab or snow crab on their buffet?
Both!:,The Buffet at Bellagio - Temporarily Closed,0,Do they have king crab or snow crab on their buffet?
"We only serve lobster on special occasions... recently, we served it on Christmas, Christmas Eve, and NYE. There are no firm plans to serve it in the near future, but we have considered trying a ""Lobster Night"" promotion... stay tuned. Thank you.",Bacchanal Buffet - Temporarily Closed,3,Do they serve hot lobster?
They do serve hot crab legs though,Bacchanal Buffet - Temporarily Closed,2,Do they serve hot lobster?
Nope,Bacchanal Buffet - Temporarily Closed,1,Do they serve hot lobster?
NO,Bacchanal Buffet - Temporarily Closed,1,Do they serve hot lobster?
"They don't have lobster on regular nights but you can always get hot crab legs.  Even if you select them from the chill bar, just ask them to heat them for you.  They are delicious.",Bacchanal Buffet - Temporarily Closed,1,Do they serve hot lobster?
"Usually they do. But do not go too early. 
Made a mistake this past visit cause went there too early around 10AM and seemed bit less choices. Be there at least around 11:30ish will be bit longer line but the food be better.",Wicked Spoon,7,Do they have the Bone Marrow here during brunch?
"It was there when we.had it June 13,17. We went around 2 pm and hung out till 4pm just to see (& eat)  what was for dinner :)",Wicked Spoon,5,Do they have the Bone Marrow here during brunch?
Yes!! Pretty much all day long,Wicked Spoon,3,Do they have the Bone Marrow here during brunch?
It is available from 11am to close from what the server just informed me.,Wicked Spoon,3,Do they have the Bone Marrow here during brunch?
Yes they do!,Wicked Spoon,1,Do they have the Bone Marrow here during brunch?
"On Friday, Saturday & sunday they have heartier Items like Peaking Duck & Crab Legs",Wicked Spoon,0,What is the difference between weekday dinner and weekend dinner besides the price?
There is no time limit at the Wicked Spoon. My family and friends have stayed sitting talking and snacking for five hours. The ONLY limit is when the offerings change from lunch to dinner.,Wicked Spoon,1,Is there any time limit? I know other buffet places limit 2 hours.
All buffet had 2 hour limit... but the buffet in hotel don't really keep track,Wicked Spoon,0,Is there any time limit? I know other buffet places limit 2 hours.
"I am not aware of any time limit although haven't really pushed it.  At all of these buffets that change food at dinnertime some people come in either by accident or by timing to try to pay for lunch and get dinner, and I doubt anyone cares.",Wicked Spoon,0,Is there any time limit? I know other buffet places limit 2 hours.
The only time limit is when you order the bottomless  drinks..good for two hours.,Wicked Spoon,0,Is there any time limit? I know other buffet places limit 2 hours.
There is only street parking available.,Cornish Pasty,1,Is there parking available?
Street parking only,Cornish Pasty,0,Is there parking available?
"Not exactly, on the side streets. Sometimes it gets busy- so it might be a bit of a walk",Cornish Pasty,0,Is there parking available?
"Not out front. You'll have to continue east on Charleston, pass it and then make the first right. You'll find parking there.",Cornish Pasty,0,Is there parking available?
Street parking on Main or Commerce,Cornish Pasty,0,Is there parking available?
My take: Get the VERY BACK of the FRONT section. Once you're there you'll thank me. :),Cirque du Soleil - O,8,"We are going to our very first show & would like to know which seats are good.  Living social has reduced rates, but only certain sections. I would like a great experience. is it better to sit up high or down close? Are side sections good for viewing"
I don't think there's a bad seat cause it's a small theater but we called about 2 hrs ahead night of and told them we are locals..we got seats 4 rows back from stage for a fraction of reg. Price.   You might try that as they want to sell open seats and they take care of locals.  We didn't have to prove it either.  Sitting up close u see details.  But it's great either way. :),Cirque du Soleil - O,4,"We are going to our very first show & would like to know which seats are good.  Living social has reduced rates, but only certain sections. I would like a great experience. is it better to sit up high or down close? Are side sections good for viewing"
We sat in the front of the middle section and had a great view of the show. Hope this helps!,Cirque du Soleil - O,3,"We are going to our very first show & would like to know which seats are good.  Living social has reduced rates, but only certain sections. I would like a great experience. is it better to sit up high or down close? Are side sections good for viewing"
"We sat about 10th row front section which was great from a seeing details perspective.  [If it helps, our seats were not the top pricing tier but the one right below I believe - though they weren't the discount ones;  those started 3rd pricing tier],   If I went again (which I would) I'd probably sit back a bit further to take in the entire panorama.     But regardless of seat I think it would be amazing.",Cirque du Soleil - O,4,"We are going to our very first show & would like to know which seats are good.  Living social has reduced rates, but only certain sections. I would like a great experience. is it better to sit up high or down close? Are side sections good for viewing"
"I highly recommend the last few rows of the lower orchestra (102-104) or the first few rows of the upper orchestra (202-204). There is no obstruction when sitting on the side sections, but I would recommend sitting as close to the aisle that is more centered with the stage versus the aisle that is on the side of the theater.",Cirque du Soleil - O,3,"We are going to our very first show & would like to know which seats are good.  Living social has reduced rates, but only certain sections. I would like a great experience. is it better to sit up high or down close? Are side sections good for viewing"
"There is a separate entrance marked ""express"".",Bacchanal Buffet - Temporarily Closed,5,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?
"Good question, not familiar with how groupons work, I would call them directly",Bacchanal Buffet - Temporarily Closed,1,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?
"They have separate lines for the regular customers and the VIP (fr Groupon).  We paid faster than the regular line but was out into the same line to get into the restaurant (yes after paying).  We waited 20 minutes before being seated.  The food was good (Mexican better than Asian).  I did not have any seafood so I cannot comment on that.  The food over at Bellagio was better and the atmosphere seemed more elegant.  Overall this was a God buffet, bit I have had better.",Bacchanal Buffet - Temporarily Closed,1,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?
Just wait in the VIP line to pay. Your Groupon is the pass,Bacchanal Buffet - Temporarily Closed,1,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?
"Use the VIP line, plus there's seems to be an attendant there to help and assist those in line.",Bacchanal Buffet - Temporarily Closed,0,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?
We had a party for 8 there the other day with no issues.,Gangnam Asian BBQ Dining,1,Can we make reservations for party of 9?
yes; should not be an issue; enjoy,Gangnam Asian BBQ Dining,0,Can we make reservations for party of 9?
"We haven't and we stay there for a week.  If you are having bug problems it's important anytime you travel to empty your clothes in the garage/laundry room and wash and dry your clothes immediately. We never bring our luggage in the house, we go through the garage to be sure.  You can pick up all sorts of critters from the airplane to the hotel.",Tropicana Las Vegas - a DoubleTree by Hilton Hotel & Resort,2,Anyone had any bug problems within the last year?
"Stayed 3 times last year no problems, but because of the many travelers bugs are a major problem in all the Vegas hotels.",Tropicana Las Vegas - a DoubleTree by Hilton Hotel & Resort,1,Anyone had any bug problems within the last year?
"Yes, I was in the club tower and as I was laying in bed and felt something I thought I was being paranoid but I turned the light on and found a big crawling on me.",Tropicana Las Vegas - a DoubleTree by Hilton Hotel & Resort,1,Anyone had any bug problems within the last year?
Stay away. There are many other options to choose from. The place is really a dump.,Tropicana Las Vegas - a DoubleTree by Hilton Hotel & Resort,1,Anyone had any bug problems within the last year?
I have not and stayed there for a full week two times since March.,Tropicana Las Vegas - a DoubleTree by Hilton Hotel & Resort,0,Anyone had any bug problems within the last year?
"At the far end of the buffet, past the sushi and by the shrimp and oysters, are the cold crab legs.  At the other end of the buffet between the pizza and the cheese/antipasto station are the hot crab legs.  We've eaten at this buffet most every night and the crab legs have been there at every dinner.",The Buffet At Wynn,1,Are king crab legs and snow crab legs offered on Wednesday night dinners? And if so are they available hot/steamed?
It's offered at the buffet but not sure if they're hot or steamed! I know the sea food options is bigger than usual and there will be a plenty of food 🥘 to choose from!! Enjoy 😉 your dinner 🥘.,The Buffet At Wynn,0,Are king crab legs and snow crab legs offered on Wednesday night dinners? And if so are they available hot/steamed?
"It does not include a drink: 
If you want night time, your options are: 

$32 night time- no drink (there is a bar right before you take the elevator up to the line where you can buy a drink) 
$47 night time- open bar for length of the 30 min ride

My favorite: (Since sun sets at 7pm, I take the last time slot which is when the lights on the strip start coming on) 
$52 for the chocolate experience where you get to sample liqueur-infused chocolates and and enjoy a complimentary glass of wine. 
Tastings are available every Thursday from 5:00pm-8:00pm for guests 21 and older. 
Booked through Ticketmaster- Ethel M Chocolates website or High Roller website (both which directs you ticketmaster)",High Roller - Temporarily Closed,5,Hi! Does the night tickets of $32 include any beverage? Thanks!
I don't think so because when I bought ours it was a $45,High Roller - Temporarily Closed,3,Hi! Does the night tickets of $32 include any beverage? Thanks!
Negative. You have the option to purchase drinks from the High Roller bar but $32 evening ticket does not include any drinks.,High Roller - Temporarily Closed,2,Hi! Does the night tickets of $32 include any beverage? Thanks!
"No. The fee does not include any drinks (neither alcoholic or nonalcoholic) however, I'm fully on board should there be a policy change ;)",High Roller - Temporarily Closed,1,Hi! Does the night tickets of $32 include any beverage? Thanks!
The $32 ticket is open bar during the day only.  The $45 ticket is open bar during day or night.  Groupon sometimes has specials though.  Here is the link for the High Roller.  https://ce-hrw.secure.accesso.com/packageList/keyword/Groups?keyword=Groups&_cid=814600903.1528960753,High Roller - Temporarily Closed,0,Hi! Does the night tickets of $32 include any beverage? Thanks!
